id,customer_id,region,month,cohort,segment,opening_mrr,new_mrr,expansion_mrr,contraction_mrr,churn_mrr,closing_mrr,channel,source_kind,scenario_id
SUB-032-02,SAAS-032,East,2026-02,2026-02,Enterprise,0,525,0,0,0,525,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-03,SAAS-032,East,2026-03,2026-02,Enterprise,525,0,0,0,0,525,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-04,SAAS-032,East,2026-04,2026-02,Enterprise,525,0,100,0,0,625,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-05,SAAS-032,East,2026-05,2026-02,Enterprise,625,0,0,0,0,625,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-06,SAAS-032,East,2026-06,2026-02,Enterprise,625,0,0,0,0,625,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-07,SAAS-032,East,2026-07,2026-02,Enterprise,625,0,0,0,0,625,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-08,SAAS-032,East,2026-08,2026-02,Enterprise,625,0,0,0,0,625,Inbound,synthetic,planning-v2-seed-20260920
SUB-032-09,SAAS-032,East,2026-09,2026-02,Enterprise,625,0,0,0,0,625,Inbound,synthetic,planning-v2-seed-20260920
SUB-033-03,SAAS-033,West,2026-03,2026-03,Scale,0,650,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-033-04,SAAS-033,West,2026-04,2026-03,Scale,650,0,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-033-05,SAAS-033,West,2026-05,2026-03,Scale,650,0,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-033-06,SAAS-033,West,2026-06,2026-03,Scale,650,0,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-033-07,SAAS-033,West,2026-07,2026-03,Scale,650,0,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-033-08,SAAS-033,West,2026-08,2026-03,Scale,650,0,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-033-09,SAAS-033,West,2026-09,2026-03,Scale,650,0,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-034-04,SAAS-034,Central,2026-04,2026-04,Growth,0,775,0,0,0,775,Outbound,synthetic,planning-v2-seed-20260920
SUB-034-05,SAAS-034,Central,2026-05,2026-04,Growth,775,0,0,0,0,775,Outbound,synthetic,planning-v2-seed-20260920
SUB-034-06,SAAS-034,Central,2026-06,2026-04,Growth,775,0,0,0,0,775,Outbound,synthetic,planning-v2-seed-20260920
SUB-034-07,SAAS-034,Central,2026-07,2026-04,Growth,775,0,0,0,0,775,Outbound,synthetic,planning-v2-seed-20260920
SUB-034-08,SAAS-034,Central,2026-08,2026-04,Growth,775,0,0,0,0,775,Outbound,synthetic,planning-v2-seed-20260920
SUB-034-09,SAAS-034,Central,2026-09,2026-04,Growth,775,0,100,0,0,875,Outbound,synthetic,planning-v2-seed-20260920
SUB-035-05,SAAS-035,East,2026-05,2026-05,Enterprise,0,900,0,0,0,900,Inbound,synthetic,planning-v2-seed-20260920
SUB-035-06,SAAS-035,East,2026-06,2026-05,Enterprise,900,0,0,0,0,900,Inbound,synthetic,planning-v2-seed-20260920
SUB-035-07,SAAS-035,East,2026-07,2026-05,Enterprise,900,0,0,0,0,900,Inbound,synthetic,planning-v2-seed-20260920
SUB-035-08,SAAS-035,East,2026-08,2026-05,Enterprise,900,0,100,0,0,1000,Inbound,synthetic,planning-v2-seed-20260920
SUB-035-09,SAAS-035,East,2026-09,2026-05,Enterprise,1000,0,0,0,0,1000,Inbound,synthetic,planning-v2-seed-20260920
SUB-036-06,SAAS-036,West,2026-06,2026-06,Scale,0,1025,0,0,0,1025,Partner,synthetic,planning-v2-seed-20260920
SUB-036-07,SAAS-036,West,2026-07,2026-06,Scale,1025,0,100,0,0,1125,Partner,synthetic,planning-v2-seed-20260920
SUB-036-08,SAAS-036,West,2026-08,2026-06,Scale,1125,0,0,0,0,1125,Partner,synthetic,planning-v2-seed-20260920
SUB-036-09,SAAS-036,West,2026-09,2026-06,Scale,1125,0,0,75,0,1050,Partner,synthetic,planning-v2-seed-20260920
SUB-037-01,SAAS-037,Central,2026-01,2026-01,Growth,0,1150,0,0,0,1150,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-02,SAAS-037,Central,2026-02,2026-01,Growth,1150,0,0,0,0,1150,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-03,SAAS-037,Central,2026-03,2026-01,Growth,1150,0,0,0,0,1150,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-04,SAAS-037,Central,2026-04,2026-01,Growth,1150,0,0,0,0,1150,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-05,SAAS-037,Central,2026-05,2026-01,Growth,1150,0,0,0,0,1150,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-06,SAAS-037,Central,2026-06,2026-01,Growth,1150,0,100,0,0,1250,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-07,SAAS-037,Central,2026-07,2026-01,Growth,1250,0,0,0,0,1250,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-08,SAAS-037,Central,2026-08,2026-01,Growth,1250,0,0,75,0,1175,Outbound,synthetic,planning-v2-seed-20260920
SUB-037-09,SAAS-037,Central,2026-09,2026-01,Growth,1175,0,0,0,0,1175,Outbound,synthetic,planning-v2-seed-20260920
SUB-038-02,SAAS-038,East,2026-02,2026-02,Enterprise,0,1275,0,0,0,1275,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-03,SAAS-038,East,2026-03,2026-02,Enterprise,1275,0,0,0,0,1275,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-04,SAAS-038,East,2026-04,2026-02,Enterprise,1275,0,0,0,0,1275,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-05,SAAS-038,East,2026-05,2026-02,Enterprise,1275,0,100,0,0,1375,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-06,SAAS-038,East,2026-06,2026-02,Enterprise,1375,0,0,0,0,1375,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-07,SAAS-038,East,2026-07,2026-02,Enterprise,1375,0,0,75,0,1300,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-08,SAAS-038,East,2026-08,2026-02,Enterprise,1300,0,0,0,0,1300,Inbound,synthetic,planning-v2-seed-20260920
SUB-038-09,SAAS-038,East,2026-09,2026-02,Enterprise,1300,0,0,0,1300,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-039-03,SAAS-039,West,2026-03,2026-03,Scale,0,1400,0,0,0,1400,Partner,synthetic,planning-v2-seed-20260920
SUB-039-04,SAAS-039,West,2026-04,2026-03,Scale,1400,0,100,0,0,1500,Partner,synthetic,planning-v2-seed-20260920
SUB-039-05,SAAS-039,West,2026-05,2026-03,Scale,1500,0,0,0,0,1500,Partner,synthetic,planning-v2-seed-20260920
SUB-039-06,SAAS-039,West,2026-06,2026-03,Scale,1500,0,0,75,0,1425,Partner,synthetic,planning-v2-seed-20260920
SUB-039-07,SAAS-039,West,2026-07,2026-03,Scale,1425,0,0,0,0,1425,Partner,synthetic,planning-v2-seed-20260920
SUB-039-08,SAAS-039,West,2026-08,2026-03,Scale,1425,0,0,0,1425,0,Partner,synthetic,planning-v2-seed-20260920
SUB-039-09,SAAS-039,West,2026-09,2026-03,Scale,0,0,0,0,0,0,Partner,synthetic,planning-v2-seed-20260920
SUB-040-04,SAAS-040,Central,2026-04,2026-04,Growth,0,1525,0,0,0,1525,Outbound,synthetic,planning-v2-seed-20260920
SUB-040-05,SAAS-040,Central,2026-05,2026-04,Growth,1525,0,0,75,0,1450,Outbound,synthetic,planning-v2-seed-20260920
SUB-040-06,SAAS-040,Central,2026-06,2026-04,Growth,1450,0,0,0,0,1450,Outbound,synthetic,planning-v2-seed-20260920
SUB-040-07,SAAS-040,Central,2026-07,2026-04,Growth,1450,0,0,0,1450,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-040-08,SAAS-040,Central,2026-08,2026-04,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-040-09,SAAS-040,Central,2026-09,2026-04,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-041-05,SAAS-041,East,2026-05,2026-05,Enterprise,0,400,0,0,0,400,Inbound,synthetic,planning-v2-seed-20260920
SUB-041-06,SAAS-041,East,2026-06,2026-05,Enterprise,400,0,0,0,400,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-041-07,SAAS-041,East,2026-07,2026-05,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-041-08,SAAS-041,East,2026-08,2026-05,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-041-09,SAAS-041,East,2026-09,2026-05,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-042-06,SAAS-042,West,2026-06,2026-06,Scale,0,525,0,0,0,525,Partner,synthetic,planning-v2-seed-20260920
SUB-042-07,SAAS-042,West,2026-07,2026-06,Scale,525,0,0,0,0,525,Partner,synthetic,planning-v2-seed-20260920
SUB-042-08,SAAS-042,West,2026-08,2026-06,Scale,525,0,100,0,0,625,Partner,synthetic,planning-v2-seed-20260920
SUB-042-09,SAAS-042,West,2026-09,2026-06,Scale,625,0,0,0,0,625,Partner,synthetic,planning-v2-seed-20260920
SUB-043-01,SAAS-043,Central,2026-01,2026-01,Growth,0,650,0,0,0,650,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-02,SAAS-043,Central,2026-02,2026-01,Growth,650,0,0,75,0,575,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-03,SAAS-043,Central,2026-03,2026-01,Growth,575,0,0,0,0,575,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-04,SAAS-043,Central,2026-04,2026-01,Growth,575,0,0,0,575,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-05,SAAS-043,Central,2026-05,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-06,SAAS-043,Central,2026-06,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-07,SAAS-043,Central,2026-07,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-08,SAAS-043,Central,2026-08,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-043-09,SAAS-043,Central,2026-09,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-044-02,SAAS-044,East,2026-02,2026-02,Enterprise,0,775,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-03,SAAS-044,East,2026-03,2026-02,Enterprise,775,0,0,0,775,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-04,SAAS-044,East,2026-04,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-05,SAAS-044,East,2026-05,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-06,SAAS-044,East,2026-06,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-07,SAAS-044,East,2026-07,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-08,SAAS-044,East,2026-08,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-044-09,SAAS-044,East,2026-09,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-045-03,SAAS-045,West,2026-03,2026-03,Scale,0,900,0,0,0,900,Partner,synthetic,planning-v2-seed-20260920
SUB-045-04,SAAS-045,West,2026-04,2026-03,Scale,900,0,0,0,0,900,Partner,synthetic,planning-v2-seed-20260920
SUB-045-05,SAAS-045,West,2026-05,2026-03,Scale,900,0,100,0,0,1000,Partner,synthetic,planning-v2-seed-20260920
SUB-045-06,SAAS-045,West,2026-06,2026-03,Scale,1000,0,0,0,0,1000,Partner,synthetic,planning-v2-seed-20260920
SUB-045-07,SAAS-045,West,2026-07,2026-03,Scale,1000,0,0,0,0,1000,Partner,synthetic,planning-v2-seed-20260920
SUB-045-08,SAAS-045,West,2026-08,2026-03,Scale,1000,0,0,0,0,1000,Partner,synthetic,planning-v2-seed-20260920
SUB-045-09,SAAS-045,West,2026-09,2026-03,Scale,1000,0,0,0,0,1000,Partner,synthetic,planning-v2-seed-20260920
SUB-046-04,SAAS-046,Central,2026-04,2026-04,Growth,0,1025,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-046-05,SAAS-046,Central,2026-05,2026-04,Growth,1025,0,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-046-06,SAAS-046,Central,2026-06,2026-04,Growth,1025,0,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-046-07,SAAS-046,Central,2026-07,2026-04,Growth,1025,0,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-046-08,SAAS-046,Central,2026-08,2026-04,Growth,1025,0,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-046-09,SAAS-046,Central,2026-09,2026-04,Growth,1025,0,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-047-05,SAAS-047,East,2026-05,2026-05,Enterprise,0,1150,0,0,0,1150,Inbound,synthetic,planning-v2-seed-20260920
SUB-047-06,SAAS-047,East,2026-06,2026-05,Enterprise,1150,0,0,0,0,1150,Inbound,synthetic,planning-v2-seed-20260920
SUB-047-07,SAAS-047,East,2026-07,2026-05,Enterprise,1150,0,0,0,0,1150,Inbound,synthetic,planning-v2-seed-20260920
SUB-047-08,SAAS-047,East,2026-08,2026-05,Enterprise,1150,0,0,0,0,1150,Inbound,synthetic,planning-v2-seed-20260920
SUB-047-09,SAAS-047,East,2026-09,2026-05,Enterprise,1150,0,0,75,0,1075,Inbound,synthetic,planning-v2-seed-20260920
SUB-048-06,SAAS-048,West,2026-06,2026-06,Scale,0,1275,0,0,0,1275,Partner,synthetic,planning-v2-seed-20260920
SUB-048-07,SAAS-048,West,2026-07,2026-06,Scale,1275,0,0,0,0,1275,Partner,synthetic,planning-v2-seed-20260920
SUB-048-08,SAAS-048,West,2026-08,2026-06,Scale,1275,0,0,75,0,1200,Partner,synthetic,planning-v2-seed-20260920
SUB-048-09,SAAS-048,West,2026-09,2026-06,Scale,1200,0,100,0,0,1300,Partner,synthetic,planning-v2-seed-20260920
SUB-049-01,SAAS-049,Central,2026-01,2026-01,Growth,0,1400,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-02,SAAS-049,Central,2026-02,2026-01,Growth,1400,0,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-03,SAAS-049,Central,2026-03,2026-01,Growth,1400,0,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-04,SAAS-049,Central,2026-04,2026-01,Growth,1400,0,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-05,SAAS-049,Central,2026-05,2026-01,Growth,1400,0,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-06,SAAS-049,Central,2026-06,2026-01,Growth,1400,0,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-07,SAAS-049,Central,2026-07,2026-01,Growth,1400,0,0,75,0,1325,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-08,SAAS-049,Central,2026-08,2026-01,Growth,1325,0,100,0,0,1425,Outbound,synthetic,planning-v2-seed-20260920
SUB-049-09,SAAS-049,Central,2026-09,2026-01,Growth,1425,0,0,0,0,1425,Outbound,synthetic,planning-v2-seed-20260920
SUB-050-02,SAAS-050,East,2026-02,2026-02,Enterprise,0,1525,0,0,0,1525,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-03,SAAS-050,East,2026-03,2026-02,Enterprise,1525,0,0,0,0,1525,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-04,SAAS-050,East,2026-04,2026-02,Enterprise,1525,0,0,0,0,1525,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-05,SAAS-050,East,2026-05,2026-02,Enterprise,1525,0,0,0,0,1525,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-06,SAAS-050,East,2026-06,2026-02,Enterprise,1525,0,0,75,0,1450,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-07,SAAS-050,East,2026-07,2026-02,Enterprise,1450,0,100,0,0,1550,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-08,SAAS-050,East,2026-08,2026-02,Enterprise,1550,0,0,0,0,1550,Inbound,synthetic,planning-v2-seed-20260920
SUB-050-09,SAAS-050,East,2026-09,2026-02,Enterprise,1550,0,0,0,0,1550,Inbound,synthetic,planning-v2-seed-20260920
SUB-051-03,SAAS-051,West,2026-03,2026-03,Scale,0,400,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-051-04,SAAS-051,West,2026-04,2026-03,Scale,400,0,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-051-05,SAAS-051,West,2026-05,2026-03,Scale,400,0,0,75,0,325,Partner,synthetic,planning-v2-seed-20260920
SUB-051-06,SAAS-051,West,2026-06,2026-03,Scale,325,0,100,0,0,425,Partner,synthetic,planning-v2-seed-20260920
SUB-051-07,SAAS-051,West,2026-07,2026-03,Scale,425,0,0,0,0,425,Partner,synthetic,planning-v2-seed-20260920
SUB-051-08,SAAS-051,West,2026-08,2026-03,Scale,425,0,0,0,0,425,Partner,synthetic,planning-v2-seed-20260920
SUB-051-09,SAAS-051,West,2026-09,2026-03,Scale,425,0,0,0,0,425,Partner,synthetic,planning-v2-seed-20260920
SUB-052-04,SAAS-052,Central,2026-04,2026-04,Growth,0,525,0,0,0,525,Outbound,synthetic,planning-v2-seed-20260920
SUB-052-05,SAAS-052,Central,2026-05,2026-04,Growth,525,0,100,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-052-06,SAAS-052,Central,2026-06,2026-04,Growth,625,0,0,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-052-07,SAAS-052,Central,2026-07,2026-04,Growth,625,0,0,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-052-08,SAAS-052,Central,2026-08,2026-04,Growth,625,0,0,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-052-09,SAAS-052,Central,2026-09,2026-04,Growth,625,0,0,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-053-05,SAAS-053,East,2026-05,2026-05,Enterprise,0,650,0,0,0,650,Inbound,synthetic,planning-v2-seed-20260920
SUB-053-06,SAAS-053,East,2026-06,2026-05,Enterprise,650,0,0,0,0,650,Inbound,synthetic,planning-v2-seed-20260920
SUB-053-07,SAAS-053,East,2026-07,2026-05,Enterprise,650,0,0,0,0,650,Inbound,synthetic,planning-v2-seed-20260920
SUB-053-08,SAAS-053,East,2026-08,2026-05,Enterprise,650,0,0,0,0,650,Inbound,synthetic,planning-v2-seed-20260920
SUB-053-09,SAAS-053,East,2026-09,2026-05,Enterprise,650,0,0,0,0,650,Inbound,synthetic,planning-v2-seed-20260920
SUB-054-06,SAAS-054,West,2026-06,2026-06,Scale,0,775,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-054-07,SAAS-054,West,2026-07,2026-06,Scale,775,0,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-054-08,SAAS-054,West,2026-08,2026-06,Scale,775,0,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-054-09,SAAS-054,West,2026-09,2026-06,Scale,775,0,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-055-01,SAAS-055,Central,2026-01,2026-01,Growth,0,900,0,0,0,900,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-02,SAAS-055,Central,2026-02,2026-01,Growth,900,0,100,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-03,SAAS-055,Central,2026-03,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-04,SAAS-055,Central,2026-04,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-05,SAAS-055,Central,2026-05,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-06,SAAS-055,Central,2026-06,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-07,SAAS-055,Central,2026-07,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-08,SAAS-055,Central,2026-08,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-055-09,SAAS-055,Central,2026-09,2026-01,Growth,1000,0,100,0,0,1100,Outbound,synthetic,planning-v2-seed-20260920
SUB-056-02,SAAS-056,East,2026-02,2026-02,Enterprise,0,1025,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-03,SAAS-056,East,2026-03,2026-02,Enterprise,1025,0,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-04,SAAS-056,East,2026-04,2026-02,Enterprise,1025,0,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-05,SAAS-056,East,2026-05,2026-02,Enterprise,1025,0,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-06,SAAS-056,East,2026-06,2026-02,Enterprise,1025,0,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-07,SAAS-056,East,2026-07,2026-02,Enterprise,1025,0,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-08,SAAS-056,East,2026-08,2026-02,Enterprise,1025,0,100,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-056-09,SAAS-056,East,2026-09,2026-02,Enterprise,1125,0,0,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-057-03,SAAS-057,West,2026-03,2026-03,Scale,0,1150,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-057-04,SAAS-057,West,2026-04,2026-03,Scale,1150,0,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-057-05,SAAS-057,West,2026-05,2026-03,Scale,1150,0,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-057-06,SAAS-057,West,2026-06,2026-03,Scale,1150,0,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-057-07,SAAS-057,West,2026-07,2026-03,Scale,1150,0,100,0,0,1250,Partner,synthetic,planning-v2-seed-20260920
SUB-057-08,SAAS-057,West,2026-08,2026-03,Scale,1250,0,0,0,0,1250,Partner,synthetic,planning-v2-seed-20260920
SUB-057-09,SAAS-057,West,2026-09,2026-03,Scale,1250,0,0,0,0,1250,Partner,synthetic,planning-v2-seed-20260920
SUB-058-04,SAAS-058,Central,2026-04,2026-04,Growth,0,1275,0,0,0,1275,Outbound,synthetic,planning-v2-seed-20260920
SUB-058-05,SAAS-058,Central,2026-05,2026-04,Growth,1275,0,0,0,0,1275,Outbound,synthetic,planning-v2-seed-20260920
SUB-058-06,SAAS-058,Central,2026-06,2026-04,Growth,1275,0,100,0,0,1375,Outbound,synthetic,planning-v2-seed-20260920
SUB-058-07,SAAS-058,Central,2026-07,2026-04,Growth,1375,0,0,0,0,1375,Outbound,synthetic,planning-v2-seed-20260920
SUB-058-08,SAAS-058,Central,2026-08,2026-04,Growth,1375,0,0,0,0,1375,Outbound,synthetic,planning-v2-seed-20260920
SUB-058-09,SAAS-058,Central,2026-09,2026-04,Growth,1375,0,0,75,0,1300,Outbound,synthetic,planning-v2-seed-20260920
SUB-059-05,SAAS-059,East,2026-05,2026-05,Enterprise,0,1400,0,0,0,1400,Inbound,synthetic,planning-v2-seed-20260920
SUB-059-06,SAAS-059,East,2026-06,2026-05,Enterprise,1400,0,0,0,0,1400,Inbound,synthetic,planning-v2-seed-20260920
SUB-059-07,SAAS-059,East,2026-07,2026-05,Enterprise,1400,0,0,0,0,1400,Inbound,synthetic,planning-v2-seed-20260920
SUB-059-08,SAAS-059,East,2026-08,2026-05,Enterprise,1400,0,0,75,0,1325,Inbound,synthetic,planning-v2-seed-20260920
SUB-059-09,SAAS-059,East,2026-09,2026-05,Enterprise,1325,0,0,0,0,1325,Inbound,synthetic,planning-v2-seed-20260920
SUB-060-06,SAAS-060,West,2026-06,2026-06,Scale,0,1525,0,0,0,1525,Partner,synthetic,planning-v2-seed-20260920
SUB-060-07,SAAS-060,West,2026-07,2026-06,Scale,1525,0,0,75,0,1450,Partner,synthetic,planning-v2-seed-20260920
SUB-060-08,SAAS-060,West,2026-08,2026-06,Scale,1450,0,0,0,0,1450,Partner,synthetic,planning-v2-seed-20260920
SUB-060-09,SAAS-060,West,2026-09,2026-06,Scale,1450,0,0,0,0,1450,Partner,synthetic,planning-v2-seed-20260920
SUB-061-01,SAAS-061,Central,2026-01,2026-01,Growth,0,400,0,0,0,400,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-02,SAAS-061,Central,2026-02,2026-01,Growth,400,0,0,0,0,400,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-03,SAAS-061,Central,2026-03,2026-01,Growth,400,0,100,0,0,500,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-04,SAAS-061,Central,2026-04,2026-01,Growth,500,0,0,0,0,500,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-05,SAAS-061,Central,2026-05,2026-01,Growth,500,0,0,0,0,500,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-06,SAAS-061,Central,2026-06,2026-01,Growth,500,0,0,75,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-07,SAAS-061,Central,2026-07,2026-01,Growth,425,0,0,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-08,SAAS-061,Central,2026-08,2026-01,Growth,425,0,0,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-061-09,SAAS-061,Central,2026-09,2026-01,Growth,425,0,0,0,425,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-062-02,SAAS-062,East,2026-02,2026-02,Enterprise,0,525,0,0,0,525,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-03,SAAS-062,East,2026-03,2026-02,Enterprise,525,0,0,0,0,525,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-04,SAAS-062,East,2026-04,2026-02,Enterprise,525,0,0,0,0,525,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-05,SAAS-062,East,2026-05,2026-02,Enterprise,525,0,0,75,0,450,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-06,SAAS-062,East,2026-06,2026-02,Enterprise,450,0,0,0,0,450,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-07,SAAS-062,East,2026-07,2026-02,Enterprise,450,0,0,0,0,450,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-08,SAAS-062,East,2026-08,2026-02,Enterprise,450,0,0,0,450,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-062-09,SAAS-062,East,2026-09,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-063-03,SAAS-063,West,2026-03,2026-03,Scale,0,650,0,0,0,650,Partner,synthetic,planning-v2-seed-20260920
SUB-063-04,SAAS-063,West,2026-04,2026-03,Scale,650,0,0,75,0,575,Partner,synthetic,planning-v2-seed-20260920
