id,merchant_id,date,status,amount,platform_fee,source_kind,scenario_id
PAY-034-2,MER-034,2026-05-17,Succeeded,551,14.08,synthetic,planning-v2-seed-20260920
PAY-034-3,MER-034,2026-05-27,Failed,562,0,synthetic,planning-v2-seed-20260920
PAY-034-4,MER-034,2026-06-06,Succeeded,573,14.63,synthetic,planning-v2-seed-20260920
PAY-034-5,MER-034,2026-06-16,Succeeded,584,14.9,synthetic,planning-v2-seed-20260920
PAY-034-6,MER-034,2026-06-26,Succeeded,595,15.18,synthetic,planning-v2-seed-20260920
PAY-034-7,MER-034,2026-07-06,Succeeded,606,15.45,synthetic,planning-v2-seed-20260920
PAY-034-8,MER-034,2026-07-16,Succeeded,617,15.73,synthetic,planning-v2-seed-20260920
PAY-034-9,MER-034,2026-07-26,Succeeded,628,16.0,synthetic,planning-v2-seed-20260920
PAY-034-10,MER-034,2026-08-05,Succeeded,639,16.28,synthetic,planning-v2-seed-20260920
PAY-035-1,MER-035,2026-05-11,Succeeded,553,14.13,synthetic,planning-v2-seed-20260920
PAY-035-2,MER-035,2026-05-21,Failed,564,0,synthetic,planning-v2-seed-20260920
PAY-035-3,MER-035,2026-05-31,Succeeded,575,14.68,synthetic,planning-v2-seed-20260920
PAY-035-4,MER-035,2026-06-10,Succeeded,586,14.95,synthetic,planning-v2-seed-20260920
PAY-035-5,MER-035,2026-06-20,Succeeded,597,15.23,synthetic,planning-v2-seed-20260920
PAY-035-6,MER-035,2026-06-30,Succeeded,608,15.5,synthetic,planning-v2-seed-20260920
PAY-035-7,MER-035,2026-07-10,Succeeded,619,15.78,synthetic,planning-v2-seed-20260920
PAY-035-8,MER-035,2026-07-20,Succeeded,630,16.05,synthetic,planning-v2-seed-20260920
PAY-035-9,MER-035,2026-07-30,Succeeded,641,16.33,synthetic,planning-v2-seed-20260920
PAY-035-10,MER-035,2026-08-09,Succeeded,652,16.6,synthetic,planning-v2-seed-20260920
PAY-036-1,MER-036,2026-05-15,Failed,566,0,synthetic,planning-v2-seed-20260920
PAY-036-2,MER-036,2026-05-25,Succeeded,577,14.73,synthetic,planning-v2-seed-20260920
PAY-036-3,MER-036,2026-06-04,Succeeded,588,15.0,synthetic,planning-v2-seed-20260920
PAY-036-4,MER-036,2026-06-14,Succeeded,599,15.28,synthetic,planning-v2-seed-20260920
PAY-036-5,MER-036,2026-06-24,Succeeded,610,15.55,synthetic,planning-v2-seed-20260920
PAY-036-6,MER-036,2026-07-04,Succeeded,621,15.83,synthetic,planning-v2-seed-20260920
PAY-036-7,MER-036,2026-07-14,Succeeded,632,16.1,synthetic,planning-v2-seed-20260920
PAY-036-8,MER-036,2026-07-24,Succeeded,643,16.38,synthetic,planning-v2-seed-20260920
PAY-036-9,MER-036,2026-08-03,Succeeded,654,16.65,synthetic,planning-v2-seed-20260920
PAY-036-10,MER-036,2026-08-13,Failed,665,0,synthetic,planning-v2-seed-20260920
PAY-037-1,MER-037,2026-05-19,Succeeded,579,14.78,synthetic,planning-v2-seed-20260920
PAY-037-2,MER-037,2026-05-29,Succeeded,590,15.05,synthetic,planning-v2-seed-20260920
PAY-037-3,MER-037,2026-06-08,Succeeded,601,15.33,synthetic,planning-v2-seed-20260920
PAY-037-4,MER-037,2026-06-18,Succeeded,612,15.6,synthetic,planning-v2-seed-20260920
PAY-037-5,MER-037,2026-06-28,Succeeded,623,15.88,synthetic,planning-v2-seed-20260920
PAY-037-6,MER-037,2026-07-08,Succeeded,634,16.15,synthetic,planning-v2-seed-20260920
PAY-037-7,MER-037,2026-07-18,Succeeded,645,16.43,synthetic,planning-v2-seed-20260920
PAY-037-8,MER-037,2026-07-28,Succeeded,656,16.7,synthetic,planning-v2-seed-20260920
PAY-037-9,MER-037,2026-08-07,Failed,667,0,synthetic,planning-v2-seed-20260920
PAY-037-10,MER-037,2026-08-17,Succeeded,678,17.25,synthetic,planning-v2-seed-20260920
PAY-038-1,MER-038,2026-05-23,Succeeded,592,15.1,synthetic,planning-v2-seed-20260920
PAY-038-2,MER-038,2026-06-02,Succeeded,603,15.38,synthetic,planning-v2-seed-20260920
PAY-038-3,MER-038,2026-06-12,Succeeded,614,15.65,synthetic,planning-v2-seed-20260920
PAY-038-4,MER-038,2026-06-22,Succeeded,625,15.93,synthetic,planning-v2-seed-20260920
PAY-038-5,MER-038,2026-07-02,Succeeded,636,16.2,synthetic,planning-v2-seed-20260920
PAY-038-6,MER-038,2026-07-12,Succeeded,647,16.48,synthetic,planning-v2-seed-20260920
PAY-038-7,MER-038,2026-07-22,Succeeded,658,16.75,synthetic,planning-v2-seed-20260920
PAY-038-8,MER-038,2026-08-01,Failed,669,0,synthetic,planning-v2-seed-20260920
PAY-038-9,MER-038,2026-08-11,Succeeded,680,17.3,synthetic,planning-v2-seed-20260920
PAY-038-10,MER-038,2026-08-21,Succeeded,691,17.58,synthetic,planning-v2-seed-20260920
PAY-039-1,MER-039,2026-05-08,Succeeded,605,15.43,synthetic,planning-v2-seed-20260920
PAY-039-2,MER-039,2026-05-18,Succeeded,616,15.7,synthetic,planning-v2-seed-20260920
PAY-039-3,MER-039,2026-05-28,Succeeded,627,15.98,synthetic,planning-v2-seed-20260920
PAY-039-4,MER-039,2026-06-07,Succeeded,638,16.25,synthetic,planning-v2-seed-20260920
PAY-039-5,MER-039,2026-06-17,Succeeded,649,16.53,synthetic,planning-v2-seed-20260920
PAY-039-6,MER-039,2026-06-27,Succeeded,660,16.8,synthetic,planning-v2-seed-20260920
PAY-039-7,MER-039,2026-07-07,Failed,671,0,synthetic,planning-v2-seed-20260920
PAY-039-8,MER-039,2026-07-17,Succeeded,682,17.35,synthetic,planning-v2-seed-20260920
PAY-039-9,MER-039,2026-07-27,Succeeded,693,17.62,synthetic,planning-v2-seed-20260920
PAY-039-10,MER-039,2026-08-06,Succeeded,704,17.9,synthetic,planning-v2-seed-20260920
PAY-040-1,MER-040,2026-05-12,Succeeded,618,15.75,synthetic,planning-v2-seed-20260920
PAY-040-2,MER-040,2026-05-22,Succeeded,629,16.03,synthetic,planning-v2-seed-20260920
PAY-040-3,MER-040,2026-06-01,Succeeded,640,16.3,synthetic,planning-v2-seed-20260920
PAY-040-4,MER-040,2026-06-11,Succeeded,651,16.58,synthetic,planning-v2-seed-20260920
PAY-040-5,MER-040,2026-06-21,Succeeded,662,16.85,synthetic,planning-v2-seed-20260920
PAY-040-6,MER-040,2026-07-01,Failed,673,0,synthetic,planning-v2-seed-20260920
PAY-040-7,MER-040,2026-07-11,Succeeded,684,17.4,synthetic,planning-v2-seed-20260920
PAY-040-8,MER-040,2026-07-21,Succeeded,695,17.68,synthetic,planning-v2-seed-20260920
PAY-040-9,MER-040,2026-07-31,Succeeded,706,17.95,synthetic,planning-v2-seed-20260920
PAY-040-10,MER-040,2026-08-10,Succeeded,717,18.23,synthetic,planning-v2-seed-20260920
PAY-042-1,MER-042,2026-05-20,Succeeded,644,16.4,synthetic,planning-v2-seed-20260920
PAY-042-2,MER-042,2026-05-30,Succeeded,655,16.68,synthetic,planning-v2-seed-20260920
PAY-042-3,MER-042,2026-06-09,Succeeded,666,16.95,synthetic,planning-v2-seed-20260920
PAY-042-4,MER-042,2026-06-19,Failed,677,0,synthetic,planning-v2-seed-20260920
PAY-042-5,MER-042,2026-06-29,Succeeded,688,17.5,synthetic,planning-v2-seed-20260920
PAY-042-6,MER-042,2026-07-09,Succeeded,699,17.78,synthetic,planning-v2-seed-20260920
PAY-042-7,MER-042,2026-07-19,Succeeded,710,18.05,synthetic,planning-v2-seed-20260920
PAY-042-8,MER-042,2026-07-29,Succeeded,721,18.33,synthetic,planning-v2-seed-20260920
PAY-042-9,MER-042,2026-08-08,Succeeded,732,18.6,synthetic,planning-v2-seed-20260920
PAY-042-10,MER-042,2026-08-18,Succeeded,743,18.88,synthetic,planning-v2-seed-20260920
PAY-043-1,MER-043,2026-05-24,Succeeded,657,16.73,synthetic,planning-v2-seed-20260920
PAY-043-2,MER-043,2026-06-03,Succeeded,668,17.0,synthetic,planning-v2-seed-20260920
PAY-043-3,MER-043,2026-06-13,Failed,679,0,synthetic,planning-v2-seed-20260920
PAY-043-4,MER-043,2026-06-23,Succeeded,690,17.55,synthetic,planning-v2-seed-20260920
PAY-043-5,MER-043,2026-07-03,Succeeded,701,17.83,synthetic,planning-v2-seed-20260920
PAY-043-6,MER-043,2026-07-13,Succeeded,712,18.1,synthetic,planning-v2-seed-20260920
PAY-043-7,MER-043,2026-07-23,Succeeded,723,18.38,synthetic,planning-v2-seed-20260920
PAY-043-8,MER-043,2026-08-02,Succeeded,734,18.65,synthetic,planning-v2-seed-20260920
PAY-043-9,MER-043,2026-08-12,Succeeded,745,18.93,synthetic,planning-v2-seed-20260920
PAY-043-10,MER-043,2026-08-22,Succeeded,756,19.2,synthetic,planning-v2-seed-20260920
PAY-044-1,MER-044,2026-05-28,Succeeded,670,17.05,synthetic,planning-v2-seed-20260920
PAY-044-2,MER-044,2026-06-07,Failed,681,0,synthetic,planning-v2-seed-20260920
PAY-044-3,MER-044,2026-06-17,Succeeded,692,17.6,synthetic,planning-v2-seed-20260920
PAY-044-4,MER-044,2026-06-27,Succeeded,703,17.88,synthetic,planning-v2-seed-20260920
PAY-044-5,MER-044,2026-07-07,Succeeded,714,18.15,synthetic,planning-v2-seed-20260920
PAY-044-6,MER-044,2026-07-17,Succeeded,725,18.43,synthetic,planning-v2-seed-20260920
PAY-044-7,MER-044,2026-07-27,Succeeded,736,18.7,synthetic,planning-v2-seed-20260920
PAY-044-8,MER-044,2026-08-06,Succeeded,747,18.98,synthetic,planning-v2-seed-20260920
PAY-044-9,MER-044,2026-08-16,Succeeded,758,19.25,synthetic,planning-v2-seed-20260920
PAY-044-10,MER-044,2026-08-26,Succeeded,769,19.53,synthetic,planning-v2-seed-20260920
PAY-045-1,MER-045,2026-06-01,Failed,683,0,synthetic,planning-v2-seed-20260920
PAY-045-2,MER-045,2026-06-11,Succeeded,694,17.65,synthetic,planning-v2-seed-20260920
PAY-045-3,MER-045,2026-06-21,Succeeded,705,17.93,synthetic,planning-v2-seed-20260920
PAY-045-4,MER-045,2026-07-01,Succeeded,716,18.2,synthetic,planning-v2-seed-20260920
PAY-045-5,MER-045,2026-07-11,Succeeded,727,18.48,synthetic,planning-v2-seed-20260920
PAY-045-6,MER-045,2026-07-21,Succeeded,738,18.75,synthetic,planning-v2-seed-20260920
PAY-045-7,MER-045,2026-07-31,Succeeded,749,19.03,synthetic,planning-v2-seed-20260920
PAY-045-8,MER-045,2026-08-10,Succeeded,760,19.3,synthetic,planning-v2-seed-20260920
PAY-045-9,MER-045,2026-08-20,Succeeded,771,19.58,synthetic,planning-v2-seed-20260920
PAY-045-10,MER-045,2026-08-30,Failed,782,0,synthetic,planning-v2-seed-20260920
PAY-046-1,MER-046,2026-06-05,Succeeded,696,17.7,synthetic,planning-v2-seed-20260920
PAY-046-2,MER-046,2026-06-15,Succeeded,707,17.98,synthetic,planning-v2-seed-20260920
PAY-046-3,MER-046,2026-06-25,Succeeded,718,18.25,synthetic,planning-v2-seed-20260920
PAY-046-4,MER-046,2026-07-05,Succeeded,729,18.53,synthetic,planning-v2-seed-20260920
PAY-046-5,MER-046,2026-07-15,Succeeded,740,18.8,synthetic,planning-v2-seed-20260920
PAY-046-6,MER-046,2026-07-25,Succeeded,751,19.08,synthetic,planning-v2-seed-20260920
PAY-046-7,MER-046,2026-08-04,Succeeded,762,19.35,synthetic,planning-v2-seed-20260920
PAY-046-8,MER-046,2026-08-14,Succeeded,773,19.63,synthetic,planning-v2-seed-20260920
PAY-046-9,MER-046,2026-08-24,Failed,784,0,synthetic,planning-v2-seed-20260920
PAY-046-10,MER-046,2026-09-03,Succeeded,795,20.18,synthetic,planning-v2-seed-20260920
PAY-047-1,MER-047,2026-06-09,Succeeded,709,18.03,synthetic,planning-v2-seed-20260920
PAY-047-2,MER-047,2026-06-19,Succeeded,720,18.3,synthetic,planning-v2-seed-20260920
PAY-047-3,MER-047,2026-06-29,Succeeded,731,18.58,synthetic,planning-v2-seed-20260920
PAY-047-4,MER-047,2026-07-09,Succeeded,742,18.85,synthetic,planning-v2-seed-20260920
PAY-047-5,MER-047,2026-07-19,Succeeded,753,19.12,synthetic,planning-v2-seed-20260920
PAY-047-6,MER-047,2026-07-29,Succeeded,764,19.4,synthetic,planning-v2-seed-20260920
PAY-047-7,MER-047,2026-08-08,Succeeded,775,19.68,synthetic,planning-v2-seed-20260920
PAY-047-8,MER-047,2026-08-18,Failed,786,0,synthetic,planning-v2-seed-20260920
PAY-047-9,MER-047,2026-08-28,Succeeded,797,20.23,synthetic,planning-v2-seed-20260920
PAY-047-10,MER-047,2026-09-07,Succeeded,808,20.5,synthetic,planning-v2-seed-20260920
PAY-048-1,MER-048,2026-06-13,Succeeded,722,18.35,synthetic,planning-v2-seed-20260920
PAY-048-2,MER-048,2026-06-23,Succeeded,733,18.62,synthetic,planning-v2-seed-20260920
PAY-048-3,MER-048,2026-07-03,Succeeded,744,18.9,synthetic,planning-v2-seed-20260920
PAY-048-4,MER-048,2026-07-13,Succeeded,755,19.18,synthetic,planning-v2-seed-20260920
PAY-048-5,MER-048,2026-07-23,Succeeded,766,19.45,synthetic,planning-v2-seed-20260920
PAY-048-6,MER-048,2026-08-02,Succeeded,777,19.73,synthetic,planning-v2-seed-20260920
PAY-048-7,MER-048,2026-08-12,Failed,788,0,synthetic,planning-v2-seed-20260920
PAY-048-8,MER-048,2026-08-22,Succeeded,799,20.28,synthetic,planning-v2-seed-20260920
PAY-048-9,MER-048,2026-09-01,Succeeded,810,20.55,synthetic,planning-v2-seed-20260920
PAY-048-10,MER-048,2026-09-11,Succeeded,821,20.83,synthetic,planning-v2-seed-20260920
PAY-050-1,MER-050,2026-06-21,Succeeded,748,19.0,synthetic,planning-v2-seed-20260920
PAY-050-2,MER-050,2026-07-01,Succeeded,759,19.28,synthetic,planning-v2-seed-20260920
PAY-050-3,MER-050,2026-07-11,Succeeded,770,19.55,synthetic,planning-v2-seed-20260920
PAY-050-4,MER-050,2026-07-21,Succeeded,781,19.83,synthetic,planning-v2-seed-20260920
PAY-050-5,MER-050,2026-07-31,Failed,792,0,synthetic,planning-v2-seed-20260920
PAY-050-6,MER-050,2026-08-10,Succeeded,803,20.38,synthetic,planning-v2-seed-20260920
PAY-050-7,MER-050,2026-08-20,Succeeded,814,20.65,synthetic,planning-v2-seed-20260920
PAY-050-8,MER-050,2026-08-30,Succeeded,825,20.93,synthetic,planning-v2-seed-20260920
PAY-050-9,MER-050,2026-09-09,Succeeded,836,21.2,synthetic,planning-v2-seed-20260920
PAY-051-1,MER-051,2026-06-25,Succeeded,761,19.33,synthetic,planning-v2-seed-20260920
PAY-051-2,MER-051,2026-07-05,Succeeded,772,19.6,synthetic,planning-v2-seed-20260920
PAY-051-3,MER-051,2026-07-15,Succeeded,783,19.88,synthetic,planning-v2-seed-20260920
PAY-051-4,MER-051,2026-07-25,Failed,794,0,synthetic,planning-v2-seed-20260920
PAY-051-5,MER-051,2026-08-04,Succeeded,805,20.43,synthetic,planning-v2-seed-20260920
PAY-051-6,MER-051,2026-08-14,Succeeded,816,20.7,synthetic,planning-v2-seed-20260920
PAY-051-7,MER-051,2026-08-24,Succeeded,827,20.98,synthetic,planning-v2-seed-20260920
PAY-051-8,MER-051,2026-09-03,Succeeded,838,21.25,synthetic,planning-v2-seed-20260920
PAY-051-9,MER-051,2026-09-13,Succeeded,849,21.53,synthetic,planning-v2-seed-20260920
PAY-052-1,MER-052,2026-06-29,Succeeded,774,19.65,synthetic,planning-v2-seed-20260920
PAY-052-2,MER-052,2026-07-09,Succeeded,785,19.93,synthetic,planning-v2-seed-20260920
PAY-052-3,MER-052,2026-07-19,Failed,796,0,synthetic,planning-v2-seed-20260920
PAY-052-4,MER-052,2026-07-29,Succeeded,807,20.48,synthetic,planning-v2-seed-20260920
PAY-052-5,MER-052,2026-08-08,Succeeded,818,20.75,synthetic,planning-v2-seed-20260920
PAY-052-6,MER-052,2026-08-18,Succeeded,829,21.03,synthetic,planning-v2-seed-20260920
PAY-052-7,MER-052,2026-08-28,Succeeded,840,21.3,synthetic,planning-v2-seed-20260920
PAY-052-8,MER-052,2026-09-07,Succeeded,851,21.58,synthetic,planning-v2-seed-20260920
PAY-052-9,MER-052,2026-09-17,Succeeded,862,21.85,synthetic,planning-v2-seed-20260920
PAY-053-1,MER-053,2026-07-03,Succeeded,787,19.98,synthetic,planning-v2-seed-20260920
PAY-053-2,MER-053,2026-07-13,Failed,798,0,synthetic,planning-v2-seed-20260920
PAY-053-3,MER-053,2026-07-23,Succeeded,809,20.53,synthetic,planning-v2-seed-20260920
PAY-053-4,MER-053,2026-08-02,Succeeded,820,20.8,synthetic,planning-v2-seed-20260920
PAY-053-5,MER-053,2026-08-12,Succeeded,831,21.08,synthetic,planning-v2-seed-20260920
PAY-053-6,MER-053,2026-08-22,Succeeded,842,21.35,synthetic,planning-v2-seed-20260920
PAY-053-7,MER-053,2026-09-01,Succeeded,853,21.63,synthetic,planning-v2-seed-20260920
PAY-053-8,MER-053,2026-09-11,Succeeded,864,21.9,synthetic,planning-v2-seed-20260920
PAY-054-1,MER-054,2026-07-07,Failed,800,0,synthetic,planning-v2-seed-20260920
PAY-054-2,MER-054,2026-07-17,Succeeded,811,20.58,synthetic,planning-v2-seed-20260920
PAY-054-3,MER-054,2026-07-27,Succeeded,822,20.85,synthetic,planning-v2-seed-20260920
PAY-054-4,MER-054,2026-08-06,Succeeded,833,21.13,synthetic,planning-v2-seed-20260920
PAY-054-5,MER-054,2026-08-16,Succeeded,844,21.4,synthetic,planning-v2-seed-20260920
PAY-054-6,MER-054,2026-08-26,Succeeded,855,21.68,synthetic,planning-v2-seed-20260920
PAY-054-7,MER-054,2026-09-05,Succeeded,866,21.95,synthetic,planning-v2-seed-20260920
PAY-054-8,MER-054,2026-09-15,Succeeded,877,22.23,synthetic,planning-v2-seed-20260920
PAY-055-1,MER-055,2026-07-11,Succeeded,813,20.63,synthetic,planning-v2-seed-20260920
PAY-055-2,MER-055,2026-07-21,Succeeded,824,20.9,synthetic,planning-v2-seed-20260920
PAY-055-3,MER-055,2026-07-31,Succeeded,835,21.18,synthetic,planning-v2-seed-20260920
PAY-055-4,MER-055,2026-08-10,Succeeded,846,21.45,synthetic,planning-v2-seed-20260920
PAY-055-5,MER-055,2026-08-20,Succeeded,857,21.73,synthetic,planning-v2-seed-20260920
PAY-055-6,MER-055,2026-08-30,Succeeded,868,22.0,synthetic,planning-v2-seed-20260920
PAY-055-7,MER-055,2026-09-09,Succeeded,879,22.28,synthetic,planning-v2-seed-20260920
PAY-056-1,MER-056,2026-07-15,Succeeded,826,20.95,synthetic,planning-v2-seed-20260920
PAY-056-2,MER-056,2026-07-25,Succeeded,837,21.23,synthetic,planning-v2-seed-20260920
PAY-056-3,MER-056,2026-08-04,Succeeded,848,21.5,synthetic,planning-v2-seed-20260920
PAY-056-4,MER-056,2026-08-14,Succeeded,859,21.78,synthetic,planning-v2-seed-20260920
PAY-056-5,MER-056,2026-08-24,Succeeded,870,22.05,synthetic,planning-v2-seed-20260920
PAY-056-6,MER-056,2026-09-03,Succeeded,881,22.33,synthetic,planning-v2-seed-20260920
PAY-056-7,MER-056,2026-09-13,Succeeded,892,22.6,synthetic,planning-v2-seed-20260920
PAY-058-1,MER-058,2026-07-04,Succeeded,852,21.6,synthetic,planning-v2-seed-20260920
PAY-058-2,MER-058,2026-07-14,Succeeded,863,21.88,synthetic,planning-v2-seed-20260920
PAY-058-3,MER-058,2026-07-24,Succeeded,874,22.15,synthetic,planning-v2-seed-20260920
PAY-058-4,MER-058,2026-08-03,Succeeded,885,22.43,synthetic,planning-v2-seed-20260920
PAY-058-5,MER-058,2026-08-13,Succeeded,896,22.7,synthetic,planning-v2-seed-20260920
PAY-058-6,MER-058,2026-08-23,Failed,907,0,synthetic,planning-v2-seed-20260920
PAY-058-7,MER-058,2026-09-02,Succeeded,918,23.25,synthetic,planning-v2-seed-20260920
PAY-058-8,MER-058,2026-09-12,Succeeded,929,23.53,synthetic,planning-v2-seed-20260920
PAY-059-1,MER-059,2026-07-08,Succeeded,865,21.93,synthetic,planning-v2-seed-20260920
PAY-059-2,MER-059,2026-07-18,Succeeded,876,22.2,synthetic,planning-v2-seed-20260920
PAY-059-3,MER-059,2026-07-28,Succeeded,887,22.48,synthetic,planning-v2-seed-20260920
PAY-059-4,MER-059,2026-08-07,Succeeded,898,22.75,synthetic,planning-v2-seed-20260920
PAY-059-5,MER-059,2026-08-17,Failed,909,0,synthetic,planning-v2-seed-20260920
PAY-059-6,MER-059,2026-08-27,Succeeded,920,23.3,synthetic,planning-v2-seed-20260920
PAY-059-7,MER-059,2026-09-06,Succeeded,931,23.58,synthetic,planning-v2-seed-20260920
PAY-059-8,MER-059,2026-09-16,Succeeded,942,23.85,synthetic,planning-v2-seed-20260920
PAY-060-1,MER-060,2026-07-12,Succeeded,878,22.25,synthetic,planning-v2-seed-20260920
PAY-060-2,MER-060,2026-07-22,Succeeded,889,22.53,synthetic,planning-v2-seed-20260920
PAY-060-3,MER-060,2026-08-01,Succeeded,900,22.8,synthetic,planning-v2-seed-20260920
PAY-060-4,MER-060,2026-08-11,Failed,911,0,synthetic,planning-v2-seed-20260920
PAY-060-5,MER-060,2026-08-21,Succeeded,922,23.35,synthetic,planning-v2-seed-20260920
PAY-060-6,MER-060,2026-08-31,Succeeded,933,23.63,synthetic,planning-v2-seed-20260920
PAY-060-7,MER-060,2026-09-10,Succeeded,944,23.9,synthetic,planning-v2-seed-20260920
