id,opportunity_id,seller_id,booking_date,activation_date,recognition_date,amount,short_cycle,product,segment,source_kind,scenario_id
REV-0294-0,SIM-0294,S014,2026-03-29,2026-04-12,2026-04-12,18600.0,False,MG Special,Scale,synthetic,planning-v2-seed-20260920
REV-0294-1,SIM-0294,S014,2026-03-29,2026-04-12,2026-05-12,12400.0,False,MG Special,Scale,synthetic,planning-v2-seed-20260920
REV-0295-0,SIM-0295,S015,2026-02-15,2026-03-01,2026-03-01,23400.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0295-1,SIM-0295,S015,2026-02-15,2026-03-01,2026-03-31,15600.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0297-0,SIM-0297,S017,2026-02-02,2026-02-16,2026-02-16,50400.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0297-1,SIM-0297,S017,2026-02-02,2026-02-16,2026-03-18,33600.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0300-0,SIM-0300,S020,2026-05-18,2026-06-01,2026-06-01,52800.0,False,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0300-1,SIM-0300,S020,2026-05-18,2026-06-01,2026-07-01,35200.0,False,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0301-0,SIM-0301,S021,2026-09-04,2026-09-07,2026-09-07,49000,True,MG Special,Growth,synthetic,planning-v2-seed-20260920
REV-0304-0,SIM-0304,S024,2026-07-19,2026-08-02,2026-08-02,35400.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0304-1,SIM-0304,S024,2026-07-19,2026-08-02,2026-09-01,23600.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0316-0,SIM-0316,S001,2026-03-08,2026-03-11,2026-03-11,71000,True,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0319-0,SIM-0319,S004,2026-07-07,2026-07-21,2026-07-21,20400.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0319-1,SIM-0319,S004,2026-07-07,2026-07-21,2026-08-20,13600.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0321-0,SIM-0321,S006,2026-02-04,2026-02-07,2026-02-07,13000,True,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0322-0,SIM-0322,S007,2026-06-17,2026-07-01,2026-07-01,57600.0,False,MG Special,Growth,synthetic,planning-v2-seed-20260920
REV-0322-1,SIM-0322,S007,2026-06-17,2026-07-01,2026-07-31,38400.0,False,MG Special,Growth,synthetic,planning-v2-seed-20260920
REV-0324-0,SIM-0324,S009,2026-02-27,2026-03-13,2026-03-13,21000.0,False,GTX Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0324-1,SIM-0324,S009,2026-02-27,2026-03-13,2026-04-12,14000.0,False,GTX Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0325-0,SIM-0325,S010,2026-04-04,2026-04-18,2026-04-18,7800.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0325-1,SIM-0325,S010,2026-04-04,2026-04-18,2026-05-18,5200.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0327-0,SIM-0327,S012,2026-07-07,2026-07-21,2026-07-21,33600.0,False,GTX Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0327-1,SIM-0327,S012,2026-07-07,2026-07-21,2026-08-20,22400.0,False,GTX Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0328-0,SIM-0328,S013,2026-05-01,2026-05-15,2026-05-15,6600.0,False,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0328-1,SIM-0328,S013,2026-05-01,2026-05-15,2026-06-14,4400.0,False,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0329-0,SIM-0329,S014,2026-08-03,2026-08-17,2026-08-17,53400.0,False,MG Special,Enterprise,synthetic,planning-v2-seed-20260920
REV-0329-1,SIM-0329,S014,2026-08-03,2026-08-17,2026-09-16,35600.0,False,MG Special,Enterprise,synthetic,planning-v2-seed-20260920
REV-0330-0,SIM-0330,S015,2026-04-29,2026-05-13,2026-05-13,45000.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0330-1,SIM-0330,S015,2026-04-29,2026-05-13,2026-06-12,30000.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0333-0,SIM-0333,S018,2026-05-15,2026-05-29,2026-05-29,24600.0,False,GTX Plus Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0333-1,SIM-0333,S018,2026-05-15,2026-05-29,2026-06-28,16400.0,False,GTX Plus Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0337-0,SIM-0337,S022,2026-03-02,2026-03-16,2026-03-16,12600.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0337-1,SIM-0337,S022,2026-03-02,2026-03-16,2026-04-15,8400.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0339-0,SIM-0339,S024,2026-06-14,2026-06-28,2026-06-28,26400.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0339-1,SIM-0339,S024,2026-06-14,2026-06-28,2026-07-28,17600.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0343-0,SIM-0343,S028,2026-07-07,2026-07-21,2026-07-21,32400.0,False,MG Special,Scale,synthetic,planning-v2-seed-20260920
REV-0343-1,SIM-0343,S028,2026-07-07,2026-07-21,2026-08-20,21600.0,False,MG Special,Scale,synthetic,planning-v2-seed-20260920
REV-0344-0,SIM-0344,S029,2026-05-02,2026-05-16,2026-05-16,4800.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0344-1,SIM-0344,S029,2026-05-02,2026-05-16,2026-06-15,3200.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0346-0,SIM-0346,S031,2026-09-10,2026-09-13,2026-09-13,79000,True,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0353-0,SIM-0353,S003,2026-07-07,2026-07-21,2026-07-21,33600.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0353-1,SIM-0353,S003,2026-07-07,2026-07-21,2026-08-20,22400.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0354-0,SIM-0354,S004,2026-07-02,2026-07-16,2026-07-16,22200.0,False,GTX Plus Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0354-1,SIM-0354,S004,2026-07-02,2026-07-16,2026-08-15,14800.0,False,GTX Plus Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0355-0,SIM-0355,S005,2026-01-28,2026-02-11,2026-02-11,56400.0,False,GTX Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0355-1,SIM-0355,S005,2026-01-28,2026-02-11,2026-03-13,37600.0,False,GTX Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0356-0,SIM-0356,S006,2026-03-14,2026-03-17,2026-03-17,70000,True,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0357-0,SIM-0357,S007,2026-03-05,2026-03-19,2026-03-19,31800.0,False,MG Special,Enterprise,synthetic,planning-v2-seed-20260920
REV-0357-1,SIM-0357,S007,2026-03-05,2026-03-19,2026-04-18,21200.0,False,MG Special,Enterprise,synthetic,planning-v2-seed-20260920
REV-0358-0,SIM-0358,S008,2026-08-04,2026-08-18,2026-08-18,52200.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0358-1,SIM-0358,S008,2026-08-04,2026-08-18,2026-09-17,34800.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0366-0,SIM-0366,S016,2026-08-21,2026-08-24,2026-08-24,14000,True,GTX Basic,Enterprise,synthetic,planning-v2-seed-20260920
REV-0371-0,SIM-0371,S021,2026-07-25,2026-07-28,2026-07-28,82000,True,MG Special,Growth,synthetic,planning-v2-seed-20260920
REV-0372-0,SIM-0372,S022,2026-07-17,2026-07-31,2026-07-31,40200.0,False,GTK 500,Enterprise,synthetic,planning-v2-seed-20260920
REV-0372-1,SIM-0372,S022,2026-07-17,2026-07-31,2026-08-30,26800.0,False,GTK 500,Enterprise,synthetic,planning-v2-seed-20260920
REV-0377-0,SIM-0377,S027,2026-06-28,2026-07-12,2026-07-12,9000.0,False,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0377-1,SIM-0377,S027,2026-06-28,2026-07-12,2026-08-11,6000.0,False,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0379-0,SIM-0379,S029,2026-08-11,2026-08-25,2026-08-25,15600.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0379-1,SIM-0379,S029,2026-08-11,2026-08-25,2026-09-24,10400.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0381-0,SIM-0381,S031,2026-09-15,2026-09-18,2026-09-18,84000,True,GTX Plus Basic,Enterprise,synthetic,planning-v2-seed-20260920
REV-0387-0,SIM-0387,S002,2026-04-15,2026-04-29,2026-04-29,56400.0,False,GTX Basic,Enterprise,synthetic,planning-v2-seed-20260920
REV-0387-1,SIM-0387,S002,2026-04-15,2026-04-29,2026-05-29,37600.0,False,GTX Basic,Enterprise,synthetic,planning-v2-seed-20260920
REV-0389-0,SIM-0389,S004,2026-01-08,2026-01-22,2026-01-22,51000.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0389-1,SIM-0389,S004,2026-01-08,2026-01-22,2026-02-21,34000.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0390-0,SIM-0390,S005,2026-05-25,2026-06-08,2026-06-08,56400.0,False,GTX Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0390-1,SIM-0390,S005,2026-05-25,2026-06-08,2026-07-08,37600.0,False,GTX Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0391-0,SIM-0391,S006,2026-04-05,2026-04-08,2026-04-08,16000,True,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0393-0,SIM-0393,S008,2026-06-26,2026-07-10,2026-07-10,8400.0,False,GTK 500,Enterprise,synthetic,planning-v2-seed-20260920
REV-0393-1,SIM-0393,S008,2026-06-26,2026-07-10,2026-08-09,5600.0,False,GTK 500,Enterprise,synthetic,planning-v2-seed-20260920
REV-0395-0,SIM-0395,S010,2026-09-06,2026-09-20,2026-09-20,42600.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0395-1,SIM-0395,S010,2026-09-06,2026-09-20,2026-10-20,28400.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0396-0,SIM-0396,S011,2026-05-01,2026-05-04,2026-05-04,48000,True,GTX Plus Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0397-0,SIM-0397,S012,2026-04-16,2026-04-30,2026-04-30,24000.0,False,GTX Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0397-1,SIM-0397,S012,2026-04-16,2026-04-30,2026-05-30,16000.0,False,GTX Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0405-0,SIM-0405,S020,2026-07-24,2026-08-07,2026-08-07,21000.0,False,MG Advanced,Enterprise,synthetic,planning-v2-seed-20260920
REV-0405-1,SIM-0405,S020,2026-07-24,2026-08-07,2026-09-06,14000.0,False,MG Advanced,Enterprise,synthetic,planning-v2-seed-20260920
REV-0409-0,SIM-0409,S024,2026-03-18,2026-04-01,2026-04-01,59400.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0409-1,SIM-0409,S024,2026-03-18,2026-04-01,2026-05-01,39600.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0411-0,SIM-0411,S026,2026-03-12,2026-03-15,2026-03-15,60000,True,GTX Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0412-0,SIM-0412,S027,2026-05-21,2026-06-04,2026-06-04,13800.0,False,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0412-1,SIM-0412,S027,2026-05-21,2026-06-04,2026-07-04,9200.0,False,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0413-0,SIM-0413,S028,2026-08-06,2026-08-20,2026-08-20,46200.0,False,MG Special,Growth,synthetic,planning-v2-seed-20260920
REV-0413-1,SIM-0413,S028,2026-08-06,2026-08-20,2026-09-19,30800.0,False,MG Special,Growth,synthetic,planning-v2-seed-20260920
REV-0415-0,SIM-0415,S030,2026-06-07,2026-06-21,2026-06-21,26400.0,False,GTX Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0415-1,SIM-0415,S030,2026-06-07,2026-06-21,2026-07-21,17600.0,False,GTX Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0421-0,SIM-0421,S001,2026-05-01,2026-05-04,2026-05-04,60000,True,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0422-0,SIM-0422,S002,2026-06-21,2026-07-05,2026-07-05,42600.0,False,GTX Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0422-1,SIM-0422,S002,2026-06-21,2026-07-05,2026-08-04,28400.0,False,GTX Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0430-0,SIM-0430,S010,2026-07-25,2026-08-08,2026-08-08,30000.0,False,GTX Plus Basic,Enterprise,synthetic,planning-v2-seed-20260920
REV-0430-1,SIM-0430,S010,2026-07-25,2026-08-08,2026-09-07,20000.0,False,GTX Plus Basic,Enterprise,synthetic,planning-v2-seed-20260920
REV-0431-0,SIM-0431,S011,2026-08-19,2026-08-22,2026-08-22,71000,True,GTX Plus Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0433-0,SIM-0433,S013,2026-08-13,2026-08-27,2026-08-27,54000.0,False,MG Advanced,Enterprise,synthetic,planning-v2-seed-20260920
REV-0433-1,SIM-0433,S013,2026-08-13,2026-08-27,2026-09-26,36000.0,False,MG Advanced,Enterprise,synthetic,planning-v2-seed-20260920
REV-0434-0,SIM-0434,S014,2026-08-20,2026-09-03,2026-09-03,47400.0,False,MG Special,Scale,synthetic,planning-v2-seed-20260920
REV-0434-1,SIM-0434,S014,2026-08-20,2026-09-03,2026-10-03,31600.0,False,MG Special,Scale,synthetic,planning-v2-seed-20260920
REV-0435-0,SIM-0435,S015,2026-08-10,2026-08-24,2026-08-24,17400.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0435-1,SIM-0435,S015,2026-08-10,2026-08-24,2026-09-23,11600.0,False,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0438-0,SIM-0438,S018,2026-01-02,2026-01-16,2026-01-16,24000.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0438-1,SIM-0438,S018,2026-01-02,2026-01-16,2026-02-15,16000.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0442-0,SIM-0442,S022,2026-08-01,2026-08-15,2026-08-15,4800.0,False,GTK 500,Enterprise,synthetic,planning-v2-seed-20260920
REV-0442-1,SIM-0442,S022,2026-08-01,2026-08-15,2026-09-14,3200.0,False,GTK 500,Enterprise,synthetic,planning-v2-seed-20260920
REV-0443-0,SIM-0443,S023,2026-08-01,2026-08-15,2026-08-15,53400.0,False,GTX Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0443-1,SIM-0443,S023,2026-08-01,2026-08-15,2026-09-14,35600.0,False,GTX Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0444-0,SIM-0444,S024,2026-03-26,2026-04-09,2026-04-09,39000.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0444-1,SIM-0444,S024,2026-03-26,2026-04-09,2026-05-09,26000.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0445-0,SIM-0445,S025,2026-03-29,2026-04-12,2026-04-12,37800.0,False,GTX Plus Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0445-1,SIM-0445,S025,2026-03-29,2026-04-12,2026-05-12,25200.0,False,GTX Plus Pro,Enterprise,synthetic,planning-v2-seed-20260920
REV-0447-0,SIM-0447,S027,2026-07-06,2026-07-20,2026-07-20,23400.0,False,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0447-1,SIM-0447,S027,2026-07-06,2026-07-20,2026-08-19,15600.0,False,MG Advanced,Growth,synthetic,planning-v2-seed-20260920
REV-0448-0,SIM-0448,S028,2026-08-31,2026-09-14,2026-09-14,22200.0,False,MG Special,Enterprise,synthetic,planning-v2-seed-20260920
REV-0448-1,SIM-0448,S028,2026-08-31,2026-09-14,2026-10-14,14800.0,False,MG Special,Enterprise,synthetic,planning-v2-seed-20260920
REV-0449-0,SIM-0449,S029,2026-07-16,2026-07-30,2026-07-30,20400.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0449-1,SIM-0449,S029,2026-07-16,2026-07-30,2026-08-29,13600.0,False,GTK 500,Scale,synthetic,planning-v2-seed-20260920
REV-0456-0,SIM-0456,S001,2026-09-05,2026-09-08,2026-09-08,69000,True,GTK 500,Growth,synthetic,planning-v2-seed-20260920
REV-0458-0,SIM-0458,S003,2026-08-08,2026-08-22,2026-08-22,49200.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0458-1,SIM-0458,S003,2026-08-08,2026-08-22,2026-09-21,32800.0,False,GTX Plus Basic,Scale,synthetic,planning-v2-seed-20260920
REV-0459-0,SIM-0459,S004,2026-03-10,2026-03-24,2026-03-24,21000.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0459-1,SIM-0459,S004,2026-03-10,2026-03-24,2026-04-23,14000.0,False,GTX Plus Pro,Growth,synthetic,planning-v2-seed-20260920
REV-0461-0,SIM-0461,S006,2026-05-11,2026-05-14,2026-05-14,23000,True,MG Advanced,Scale,synthetic,planning-v2-seed-20260920
REV-0465-0,SIM-0465,S010,2026-06-25,2026-07-09,2026-07-09,25800.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0465-1,SIM-0465,S010,2026-06-25,2026-07-09,2026-08-08,17200.0,False,GTX Plus Basic,Growth,synthetic,planning-v2-seed-20260920
REV-0473-0,SIM-0473,S018,2026-07-02,2026-07-16,2026-07-16,39000.0,False,GTX Plus Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0473-1,SIM-0473,S018,2026-07-02,2026-07-16,2026-08-15,26000.0,False,GTX Plus Pro,Scale,synthetic,planning-v2-seed-20260920
REV-0475-0,SIM-0475,S020,2026-06-03,2026-06-17,2026-06-17,37800.0,False,MG Advanced,Enterprise,synthetic,planning-v2-seed-20260920
REV-0475-1,SIM-0475,S020,2026-06-03,2026-06-17,2026-07-17,25200.0,False,MG Advanced,Enterprise,synthetic,planning-v2-seed-20260920
