seller_id,month,quarter,amount,productive_fte,source_kind,scenario_id
S032,2026-07,2026-Q3,14667,0.3333333333333333,synthetic,planning-v2-seed-20260920
S032,2026-08,2026-Q3,29333,0.6666666666666666,synthetic,planning-v2-seed-20260920
S032,2026-09,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S032,2026-10,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S032,2026-11,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S032,2026-12,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S033,2026-07,2026-Q3,16667,0.3333333333333333,synthetic,planning-v2-seed-20260920
S033,2026-08,2026-Q3,33333,0.6666666666666666,synthetic,planning-v2-seed-20260920
S033,2026-09,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S033,2026-10,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S033,2026-11,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S033,2026-12,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S034,2026-07,2026-Q3,18667,0.3333333333333333,synthetic,planning-v2-seed-20260920
S034,2026-08,2026-Q3,37333,0.6666666666666666,synthetic,planning-v2-seed-20260920
S034,2026-09,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S034,2026-10,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S034,2026-11,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S034,2026-12,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S035,2026-07,2026-Q3,10667,0.3333333333333333,synthetic,planning-v2-seed-20260920
S035,2026-08,2026-Q3,21333,0.6666666666666666,synthetic,planning-v2-seed-20260920
S035,2026-09,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S035,2026-10,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S035,2026-11,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S035,2026-12,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
