opportunity_id,snapshot_date,account_id,seller_id,product,segment,channel,created_date,amount,expected_close,stage,category,stage_entered,last_activity,close_date,loss_reason,source_kind,scenario_id
SIM-0223,2026-02-20,A053,S013,MG Advanced,Enterprise,Outbound,2026-01-12,73000,2026-02-28,Negotiation,Best Case,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0225,2026-02-20,A055,S015,GTK 500,Growth,Partner,2026-01-10,27000,2026-04-01,Negotiation,Commit,2026-02-15,2026-02-15,,,synthetic,planning-v2-seed-20260920
SIM-0230,2026-02-20,A060,S020,MG Advanced,Scale,Inbound,2025-12-27,31000,2026-03-04,Negotiation,Commit,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0231,2026-02-20,A061,S021,MG Special,Growth,Partner,2026-01-06,19000,2026-02-21,Negotiation,Commit,2026-02-11,2026-02-11,,,synthetic,planning-v2-seed-20260920
SIM-0235,2026-02-20,A065,S025,GTX Plus Pro,Enterprise,Outbound,2026-01-02,60000,2026-02-09,Won,Closed,2026-02-09,2026-02-09,2026-02-09,,synthetic,planning-v2-seed-20260920
SIM-0248,2026-02-20,A078,S003,GTX Plus Basic,Scale,Inbound,2025-12-26,13000,2026-03-07,Negotiation,Commit,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0250,2026-02-20,A080,S005,GTX Pro,Enterprise,Outbound,2025-12-15,75000,2026-04-06,Proposal,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0251,2026-02-20,A081,S006,MG Advanced,Scale,Inbound,2026-02-16,77000,2026-05-16,Prospecting,Pipeline,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0252,2026-02-20,A082,S007,MG Special,Growth,Partner,2025-12-02,13000,2026-03-08,Negotiation,Commit,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0254,2026-02-20,A084,S009,GTX Basic,Scale,Inbound,2025-12-30,88000,2026-03-08,Proposal,Best Case,2026-02-08,2026-02-08,,,synthetic,planning-v2-seed-20260920
SIM-0256,2026-02-20,A001,S011,GTX Plus Pro,Growth,Outbound,2025-12-18,13000,2026-02-06,Won,Closed,2026-02-06,2026-02-06,2026-02-06,,synthetic,planning-v2-seed-20260920
SIM-0259,2026-02-20,A004,S014,MG Special,Growth,Outbound,2026-02-10,41000,2026-06-08,Prospecting,Pipeline,2026-02-10,2026-02-10,,,synthetic,planning-v2-seed-20260920
SIM-0260,2026-02-20,A005,S015,GTK 500,Enterprise,Inbound,2026-02-08,83000,2026-05-14,Prospecting,Pipeline,2026-02-08,2026-02-08,,,synthetic,planning-v2-seed-20260920
SIM-0261,2026-02-20,A006,S016,GTX Basic,Scale,Partner,2025-12-16,12000,2026-04-12,Discovery,Pipeline,2026-01-31,2026-01-31,,,synthetic,planning-v2-seed-20260920
SIM-0262,2026-02-20,A007,S017,GTX Plus Basic,Growth,Outbound,2025-12-31,39000,2026-04-19,Discovery,Pipeline,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0263,2026-02-20,A008,S018,GTX Plus Pro,Enterprise,Inbound,2026-01-14,13000,2026-03-23,Discovery,Pipeline,2026-02-10,2026-02-10,,,synthetic,planning-v2-seed-20260920
SIM-0268,2026-02-20,A013,S023,GTX Basic,Growth,Outbound,2026-02-18,40000,2026-05-03,Prospecting,Pipeline,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0274,2026-02-20,A019,S029,GTK 500,Growth,Outbound,2026-01-08,8000,2026-02-20,Lost,Closed,2026-02-20,2026-02-20,2026-02-20,No decision,synthetic,planning-v2-seed-20260920
SIM-0281,2026-02-20,A026,S001,GTK 500,Enterprise,Inbound,2026-02-16,16000,2026-03-24,Prospecting,Pipeline,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0284,2026-02-20,A029,S004,GTX Plus Pro,Enterprise,Inbound,2026-01-02,84000,2026-02-15,Negotiation,Commit,2026-02-06,2026-02-06,,,synthetic,planning-v2-seed-20260920
SIM-0286,2026-02-20,A031,S006,MG Advanced,Growth,Outbound,2026-01-29,23000,2026-04-10,Qualification,Pipeline,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0291,2026-02-20,A036,S011,GTX Plus Pro,Scale,Partner,2026-01-24,28000,2026-03-20,Discovery,Pipeline,2026-02-15,2026-02-15,,,synthetic,planning-v2-seed-20260920
SIM-0292,2026-02-20,A037,S012,GTX Pro,Growth,Outbound,2026-01-23,98000,2026-05-21,Qualification,Pipeline,2026-02-15,2026-02-15,,,synthetic,planning-v2-seed-20260920
SIM-0294,2026-02-20,A039,S014,MG Special,Scale,Partner,2025-12-06,31000,2026-03-28,Proposal,Best Case,2026-02-11,2026-02-11,,,synthetic,planning-v2-seed-20260920
SIM-0295,2026-02-20,A040,S015,GTK 500,Growth,Outbound,2025-12-11,39000,2026-02-15,Won,Closed,2026-02-15,2026-02-15,2026-02-15,,synthetic,planning-v2-seed-20260920
SIM-0297,2026-02-20,A042,S017,GTX Plus Basic,Scale,Partner,2026-01-07,84000,2026-02-02,Won,Closed,2026-02-02,2026-02-02,2026-02-02,,synthetic,planning-v2-seed-20260920
SIM-0298,2026-02-20,A043,S018,GTX Plus Pro,Growth,Outbound,2025-12-03,10000,2026-02-11,Lost,Closed,2026-02-11,2026-02-11,2026-02-11,No decision,synthetic,planning-v2-seed-20260920
SIM-0310,2026-02-20,A055,S030,GTX Basic,Growth,Outbound,2026-01-19,33000,2026-02-27,Negotiation,Best Case,2026-02-19,2026-02-19,,,synthetic,planning-v2-seed-20260920
SIM-0316,2026-02-20,A061,S001,GTK 500,Growth,Outbound,2026-01-05,71000,2026-03-20,Proposal,Best Case,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0318,2026-02-20,A063,S003,GTX Plus Basic,Scale,Partner,2026-01-08,90000,2026-02-12,Lost,Closed,2026-02-12,2026-02-12,2026-02-12,No decision,synthetic,planning-v2-seed-20260920
SIM-0320,2026-02-20,A065,S005,GTX Pro,Enterprise,Inbound,2026-01-25,32000,2026-04-10,Qualification,Pipeline,2026-02-09,2026-02-09,,,synthetic,planning-v2-seed-20260920
SIM-0321,2026-02-20,A066,S006,MG Advanced,Scale,Partner,2025-12-27,13000,2026-02-04,Won,Closed,2026-02-04,2026-02-04,2026-02-04,,synthetic,planning-v2-seed-20260920
SIM-0324,2026-02-20,A069,S009,GTX Basic,Scale,Partner,2026-01-24,35000,2026-02-25,Negotiation,Commit,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0325,2026-02-20,A070,S010,GTX Plus Basic,Growth,Outbound,2025-12-24,13000,2026-02-20,Proposal,Best Case,2026-02-13,2026-02-13,,,synthetic,planning-v2-seed-20260920
SIM-0328,2026-02-20,A073,S013,MG Advanced,Growth,Outbound,2026-02-18,11000,2026-05-02,Prospecting,Pipeline,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0330,2026-02-20,A075,S015,GTK 500,Scale,Partner,2026-01-01,75000,2026-05-22,Discovery,Pipeline,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0333,2026-02-20,A078,S018,GTX Plus Pro,Scale,Partner,2026-02-14,41000,2026-04-23,Prospecting,Pipeline,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0334,2026-02-20,A079,S019,GTX Pro,Growth,Outbound,2026-01-03,44000,2026-01-20,Negotiation,Best Case,2026-02-08,2026-02-08,,,synthetic,planning-v2-seed-20260920
SIM-0337,2026-02-20,A082,S022,GTK 500,Growth,Outbound,2025-12-22,21000,2026-03-19,Negotiation,Best Case,2026-02-01,2026-02-01,,,synthetic,planning-v2-seed-20260920
SIM-0344,2026-02-20,A004,S029,GTK 500,Growth,Inbound,2025-12-21,8000,2026-05-13,Discovery,Pipeline,2026-02-02,2026-02-02,,,synthetic,planning-v2-seed-20260920
SIM-0351,2026-02-20,A011,S001,GTK 500,Enterprise,Partner,2026-01-08,47000,2026-04-12,Proposal,Best Case,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0355,2026-02-20,A015,S005,GTX Pro,Scale,Outbound,2025-12-06,94000,2026-01-28,Won,Closed,2026-01-28,2026-01-28,2026-01-28,,synthetic,planning-v2-seed-20260920
SIM-0356,2026-02-20,A016,S006,MG Advanced,Growth,Inbound,2025-12-23,70000,2026-02-23,Negotiation,Commit,2026-02-10,2026-02-10,,,synthetic,planning-v2-seed-20260920
SIM-0357,2026-02-20,A017,S007,MG Special,Enterprise,Partner,2026-01-26,53000,2026-02-28,Proposal,Best Case,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0361,2026-02-20,A021,S011,GTX Plus Pro,Scale,Outbound,2026-01-22,34000,2026-04-09,Qualification,Pipeline,2026-02-06,2026-02-06,,,synthetic,planning-v2-seed-20260920
SIM-0373,2026-02-20,A033,S023,GTX Basic,Scale,Outbound,2026-01-07,96000,2026-03-04,Negotiation,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0387,2026-02-20,A047,S002,GTX Basic,Enterprise,Partner,2026-01-31,94000,2026-04-06,Qualification,Pipeline,2026-02-13,2026-02-13,,,synthetic,planning-v2-seed-20260920
SIM-0389,2026-02-20,A049,S004,GTX Plus Pro,Growth,Inbound,2025-12-10,85000,2026-01-08,Won,Closed,2026-01-08,2026-01-08,2026-01-08,,synthetic,planning-v2-seed-20260920
SIM-0391,2026-02-20,A051,S006,MG Advanced,Scale,Outbound,2025-12-15,16000,2026-03-16,Proposal,Best Case,2026-02-07,2026-02-07,,,synthetic,planning-v2-seed-20260920
SIM-0396,2026-02-20,A056,S011,GTX Plus Pro,Enterprise,Partner,2026-01-09,48000,2026-04-19,Discovery,Pipeline,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0397,2026-02-20,A057,S012,GTX Pro,Scale,Outbound,2025-12-11,40000,2026-02-23,Proposal,Best Case,2026-02-10,2026-02-10,,,synthetic,planning-v2-seed-20260920
SIM-0402,2026-02-20,A062,S017,GTX Plus Basic,Enterprise,Partner,2026-02-18,61000,2026-05-13,Prospecting,Pipeline,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0403,2026-02-20,A063,S018,GTX Plus Pro,Scale,Outbound,2025-12-24,92000,2026-03-16,Proposal,Best Case,2026-02-11,2026-02-11,,,synthetic,planning-v2-seed-20260920
SIM-0409,2026-02-20,A069,S024,GTX Plus Basic,Scale,Outbound,2025-12-26,99000,2026-03-03,Negotiation,Best Case,2026-02-17,2026-02-17,,,synthetic,planning-v2-seed-20260920
SIM-0411,2026-02-20,A071,S026,GTX Pro,Enterprise,Partner,2025-12-01,60000,2026-03-08,Negotiation,Commit,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0412,2026-02-20,A072,S027,MG Advanced,Scale,Outbound,2026-01-18,23000,2026-05-05,Qualification,Pipeline,2026-02-08,2026-02-08,,,synthetic,planning-v2-seed-20260920
SIM-0414,2026-02-20,A074,S029,GTK 500,Enterprise,Partner,2026-01-19,66000,2026-04-03,Negotiation,Commit,2026-02-19,2026-02-19,,,synthetic,planning-v2-seed-20260920
SIM-0422,2026-02-20,A082,S002,GTX Basic,Growth,Inbound,2026-02-20,71000,2026-06-13,Prospecting,Pipeline,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0428,2026-02-20,A003,S008,GTK 500,Scale,Inbound,2026-01-01,46000,2026-05-28,Discovery,Pipeline,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0436,2026-02-20,A011,S016,GTX Basic,Enterprise,Outbound,2026-01-18,79000,2026-04-27,Qualification,Pipeline,2026-02-06,2026-02-06,,,synthetic,planning-v2-seed-20260920
SIM-0437,2026-02-20,A012,S017,GTX Plus Basic,Scale,Inbound,2025-12-13,10000,2026-02-08,Lost,Closed,2026-02-08,2026-02-08,2026-02-08,Price,synthetic,planning-v2-seed-20260920
SIM-0438,2026-02-20,A013,S018,GTX Plus Pro,Growth,Partner,2025-12-08,40000,2026-01-02,Won,Closed,2026-01-02,2026-01-02,2026-01-02,,synthetic,planning-v2-seed-20260920
SIM-0440,2026-02-20,A015,S020,MG Advanced,Scale,Inbound,2026-01-29,60000,2026-03-07,Proposal,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0441,2026-02-20,A016,S021,MG Special,Growth,Partner,2026-02-06,24000,2026-04-20,Qualification,Pipeline,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0444,2026-02-20,A019,S024,GTX Plus Basic,Growth,Partner,2026-02-14,65000,2026-03-29,Prospecting,Pipeline,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0445,2026-02-20,A020,S025,GTX Plus Pro,Enterprise,Outbound,2025-12-01,63000,2026-03-18,Proposal,Best Case,2026-02-03,2026-02-03,,,synthetic,planning-v2-seed-20260920
SIM-0459,2026-02-20,A034,S004,GTX Plus Pro,Growth,Partner,2026-01-21,35000,,Negotiation,Commit,2026-02-10,2026-02-10,,,synthetic,planning-v2-seed-20260920
SIM-0460,2026-02-20,A035,S005,GTX Pro,Enterprise,Outbound,2026-01-19,95000,2026-02-14,Proposal,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0469,2026-02-20,A044,S014,MG Special,Enterprise,Outbound,2026-02-11,30000,2026-03-19,Qualification,Pipeline,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0471,2026-02-20,A046,S016,GTX Basic,Growth,Partner,2025-12-07,77000,2026-02-25,Negotiation,Commit,2026-02-09,2026-02-09,,,synthetic,planning-v2-seed-20260920
SIM-0472,2026-02-20,A047,S017,GTX Plus Basic,Enterprise,Outbound,2026-01-24,60000,2026-04-09,Qualification,Pipeline,2026-02-08,2026-02-08,,,synthetic,planning-v2-seed-20260920
SIM-0480,2026-02-20,A055,S025,GTX Plus Pro,Growth,Partner,2026-01-17,74000,2026-05-01,Qualification,Pipeline,2026-02-06,2026-02-06,,,synthetic,planning-v2-seed-20260920
SIM-0013,2026-02-27,A013,S013,MG Advanced,Growth,Outbound,2026-01-07,9000,2026-04-05,Discovery,Pipeline,2026-02-11,2026-02-11,,,synthetic,planning-v2-seed-20260920
SIM-0017,2026-02-27,A017,S017,GTX Plus Basic,Enterprise,Inbound,2025-12-13,72000,2026-02-01,Won,Closed,2026-02-01,2026-02-01,2026-02-01,,synthetic,planning-v2-seed-20260920
SIM-0020,2026-02-27,A020,S020,MG Advanced,Enterprise,Inbound,2026-01-13,63000,2026-02-20,Negotiation,Commit,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0021,2026-02-27,A021,S021,MG Special,Scale,Partner,2026-01-12,18000,2026-04-13,Discovery,Pipeline,2026-02-17,2026-02-17,,,synthetic,planning-v2-seed-20260920
SIM-0026,2026-02-27,A026,S026,GTX Pro,Enterprise,Inbound,2025-12-30,17000,2026-04-19,Discovery,Pipeline,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0027,2026-02-27,A027,S027,MG Advanced,Scale,Partner,2026-01-10,10000,2026-02-11,Lost,Closed,2026-02-11,2026-02-11,2026-02-11,Competition,synthetic,planning-v2-seed-20260920
SIM-0029,2026-02-27,A029,S029,GTK 500,Enterprise,Inbound,2026-01-12,40000,2026-04-09,Negotiation,Commit,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0052,2026-02-27,A052,S017,GTX Plus Basic,Growth,Outbound,2026-02-26,65000,2026-05-16,Prospecting,Pipeline,2026-02-26,2026-02-26,,,synthetic,planning-v2-seed-20260920
SIM-0053,2026-02-27,A053,S018,GTX Plus Pro,Enterprise,Inbound,2026-02-03,31000,2026-04-30,Qualification,Pipeline,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0054,2026-02-27,,S019,GTX Pro,Scale,Partner,2026-01-05,79000,2026-02-24,Lost,Closed,2026-02-24,2026-02-24,2026-02-24,No decision,synthetic,planning-v2-seed-20260920
SIM-0057,2026-02-27,A057,S022,GTK 500,Scale,Partner,2026-01-29,26000,2026-04-15,Proposal,Best Case,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0072,2026-02-27,A072,S002,GTX Basic,Scale,Partner,2025-12-11,89000,2026-01-29,Won,Closed,2026-01-29,2026-01-29,2026-01-29,,synthetic,planning-v2-seed-20260920
SIM-0078,2026-02-27,A078,S008,GTK 500,Scale,Partner,2025-12-23,50000,2026-03-27,Negotiation,Commit,2026-02-08,2026-02-08,,,synthetic,planning-v2-seed-20260920
SIM-0079,2026-02-27,A079,S009,GTX Basic,Growth,Outbound,2026-02-11,39000,2026-04-07,Qualification,Pipeline,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0080,2026-02-27,A080,S010,GTX Plus Basic,Enterprise,Inbound,2026-01-29,27000,2026-04-09,Discovery,Pipeline,2026-02-26,2026-02-26,,,synthetic,planning-v2-seed-20260920
SIM-0082,2026-02-27,A082,S012,GTX Pro,Growth,Outbound,2026-01-01,13000,2026-04-18,Discovery,Pipeline,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
SIM-0085,2026-02-27,A085,S015,GTK 500,Growth,Outbound,2026-01-12,89000,2026-04-26,Proposal,Best Case,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0086,2026-02-27,A001,S016,GTX Basic,Growth,Inbound,2025-12-23,22000,2026-02-05,Lost,Closed,2026-02-05,2026-02-05,2026-02-05,No decision,synthetic,planning-v2-seed-20260920
SIM-0089,2026-02-27,A004,S019,GTX Pro,Growth,Inbound,2025-12-23,33000,2026-03-15,Negotiation,Commit,2026-02-26,2026-02-26,,,synthetic,planning-v2-seed-20260920
SIM-0092,2026-02-27,A007,S022,GTK 500,Growth,Inbound,2026-02-04,36000,2026-04-26,Qualification,Pipeline,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0098,2026-02-27,A013,S028,MG Special,Growth,Inbound,2025-12-03,38000,2026-03-09,Negotiation,Commit,2026-02-17,2026-02-17,,,synthetic,planning-v2-seed-20260920
SIM-0107,2026-02-27,,S002,GTX Basic,Growth,Inbound,2026-01-27,19000,2026-04-07,Discovery,Pipeline,2026-02-24,2026-02-24,,,synthetic,planning-v2-seed-20260920
SIM-0109,2026-02-27,A024,S004,GTX Plus Pro,Scale,Outbound,2026-01-27,41000,2026-02-15,Proposal,Best Case,2026-02-24,2026-02-24,,,synthetic,planning-v2-seed-20260920
SIM-0110,2026-02-27,A025,S005,GTX Pro,Growth,Inbound,2026-01-12,27000,2026-03-12,Proposal,Best Case,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0115,2026-02-27,A030,S010,GTX Plus Basic,Scale,Outbound,2026-01-25,87000,2026-03-10,Proposal,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0116,2026-02-27,A031,S011,GTX Plus Pro,Growth,Inbound,2025-12-23,43000,2026-02-23,Lost,Closed,2026-02-23,2026-02-23,2026-02-23,Process,synthetic,planning-v2-seed-20260920
SIM-0118,2026-02-27,A033,S013,MG Advanced,Scale,Outbound,2026-02-13,41000,2026-03-25,Qualification,Pipeline,2026-02-21,2026-02-21,,,synthetic,planning-v2-seed-20260920
SIM-0127,2026-02-27,A042,S022,GTK 500,Scale,Outbound,2025-12-05,59000,2026-02-01,Lost,Closed,2026-02-01,2026-02-01,2026-02-01,Competition,synthetic,planning-v2-seed-20260920
SIM-0130,2026-02-27,A045,S025,GTX Plus Pro,Scale,Outbound,2026-01-07,30000,2026-02-17,Won,Closed,2026-02-17,2026-02-17,2026-02-17,,synthetic,planning-v2-seed-20260920
SIM-0133,2026-02-27,A048,S028,MG Special,Scale,Outbound,2025-12-23,23000,2026-02-19,Negotiation,Best Case,2026-02-07,2026-02-07,,,synthetic,planning-v2-seed-20260920
SIM-0142,2026-02-27,A057,S002,GTX Basic,Scale,Outbound,2026-02-18,33000,2026-04-07,Qualification,Pipeline,2026-02-27,2026-02-27,,,synthetic,planning-v2-seed-20260920
SIM-0150,2026-02-27,A065,S010,GTX Plus Basic,Enterprise,Partner,2026-02-27,94000,2026-05-24,Prospecting,Pipeline,2026-02-27,2026-02-27,,,synthetic,planning-v2-seed-20260920
SIM-0152,2026-02-27,A067,S012,GTX Pro,Growth,Inbound,2026-02-11,26000,2026-05-11,Prospecting,Pipeline,2026-02-11,2026-02-11,,,synthetic,planning-v2-seed-20260920
SIM-0155,2026-02-27,A070,S015,GTK 500,Growth,Inbound,2025-12-28,20000,2026-04-22,Proposal,Best Case,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0157,2026-02-27,A072,S017,GTX Plus Basic,Scale,Outbound,2025-12-04,11000,2026-03-04,Negotiation,Best Case,2026-02-14,2026-02-14,,,synthetic,planning-v2-seed-20260920
SIM-0159,2026-02-27,A074,S019,GTX Pro,Enterprise,Partner,2025-12-05,64000,2026-01-28,Won,Closed,2026-01-28,2026-01-28,2026-01-28,,synthetic,planning-v2-seed-20260920
SIM-0168,2026-02-27,A083,S028,MG Special,Enterprise,Partner,2026-01-05,25000,2026-03-12,Negotiation,Commit,2026-02-26,2026-02-26,,,synthetic,planning-v2-seed-20260920
SIM-0180,2026-02-27,A010,S005,GTX Pro,Growth,Partner,2025-12-23,56000,2026-02-15,Negotiation,Commit,2026-02-04,2026-02-04,,,synthetic,planning-v2-seed-20260920
SIM-0181,2026-02-27,A011,S006,MG Advanced,Enterprise,Outbound,2026-02-20,80000,2026-03-20,Qualification,Pipeline,2026-02-25,2026-02-25,,,synthetic,planning-v2-seed-20260920
SIM-0182,2026-02-27,A012,S007,MG Special,Scale,Inbound,2025-12-29,34000,2026-02-10,Negotiation,Commit,2026-02-01,2026-02-01,,,synthetic,planning-v2-seed-20260920
SIM-0184,2026-02-27,A014,S009,GTX Basic,Enterprise,Outbound,2026-01-24,72000,2026-02-27,Negotiation,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0189,2026-02-27,A019,S014,MG Special,Growth,Partner,2026-02-22,91000,2026-06-05,Prospecting,Pipeline,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0192,2026-02-27,A022,S017,GTX Plus Basic,Growth,Partner,2025-12-21,62000,2026-02-16,Lost,Closed,2026-02-16,2026-02-16,2026-02-16,Process,synthetic,planning-v2-seed-20260920
SIM-0194,2026-02-27,A024,S019,GTX Pro,Scale,Inbound,2026-01-30,85000,2026-04-22,Qualification,Pipeline,2026-02-15,2026-02-15,,,synthetic,planning-v2-seed-20260920
SIM-0199,2026-02-27,A029,S024,GTX Plus Basic,Enterprise,Outbound,2026-01-15,68000,2026-02-11,Proposal,Best Case,2026-02-17,2026-02-17,,,synthetic,planning-v2-seed-20260920
SIM-0200,2026-02-27,A030,S025,GTX Plus Pro,Scale,Inbound,2026-01-24,29000,2026-03-30,Discovery,Pipeline,2026-02-19,2026-02-19,,,synthetic,planning-v2-seed-20260920
SIM-0205,2026-02-27,A035,S030,GTX Basic,Enterprise,Outbound,2026-01-30,70000,2026-05-06,Qualification,Pipeline,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0213,2026-02-27,,S003,GTX Plus Basic,Growth,Partner,2026-01-29,17000,2026-03-27,Discovery,Pipeline,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0216,2026-02-27,A046,S006,MG Advanced,Growth,Partner,2025-12-31,95000,2026-04-17,Discovery,Pipeline,2026-02-11,2026-02-11,,,synthetic,planning-v2-seed-20260920
SIM-0219,2026-02-27,A049,S009,GTX Basic,Growth,Partner,2025-12-29,86000,2026-03-31,Proposal,Best Case,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0220,2026-02-27,A050,S010,GTX Plus Basic,Enterprise,Outbound,2026-02-17,26000,2026-05-29,Prospecting,Pipeline,2026-02-17,2026-02-17,,,synthetic,planning-v2-seed-20260920
SIM-0221,2026-02-27,A051,S011,GTX Plus Pro,Scale,Inbound,2026-02-21,53000,2026-04-04,Prospecting,Pipeline,2026-02-21,2026-02-21,,,synthetic,planning-v2-seed-20260920
SIM-0223,2026-02-27,A053,S013,MG Advanced,Enterprise,Outbound,2026-01-12,73000,2026-02-24,Won,Closed,2026-02-24,2026-02-24,2026-02-24,,synthetic,planning-v2-seed-20260920
SIM-0225,2026-02-27,A055,S015,GTK 500,Growth,Partner,2026-01-10,27000,2026-04-01,Negotiation,Commit,2026-02-15,2026-02-15,,,synthetic,planning-v2-seed-20260920
SIM-0228,2026-02-27,A058,S018,GTX Plus Pro,Growth,Partner,2026-02-27,23000,2026-05-24,Prospecting,Pipeline,2026-02-27,2026-02-27,,,synthetic,planning-v2-seed-20260920
SIM-0230,2026-02-27,A060,S020,MG Advanced,Scale,Inbound,2025-12-27,31000,2026-03-04,Negotiation,Commit,2026-02-18,2026-02-18,,,synthetic,planning-v2-seed-20260920
SIM-0231,2026-02-27,A061,S021,MG Special,Growth,Partner,2026-01-06,19000,2026-02-21,Lost,Closed,2026-02-21,2026-02-21,2026-02-21,Competition,synthetic,planning-v2-seed-20260920
SIM-0235,2026-02-27,A065,S025,GTX Plus Pro,Enterprise,Outbound,2026-01-02,60000,2026-02-09,Won,Closed,2026-02-09,2026-02-09,2026-02-09,,synthetic,planning-v2-seed-20260920
SIM-0248,2026-02-27,A078,S003,GTX Plus Basic,Scale,Inbound,2025-12-26,13000,2026-03-07,Negotiation,Commit,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0250,2026-02-27,A080,S005,GTX Pro,Enterprise,Outbound,2025-12-15,75000,2026-04-06,Proposal,Best Case,2026-02-20,2026-02-20,,,synthetic,planning-v2-seed-20260920
SIM-0251,2026-02-27,A081,S006,MG Advanced,Scale,Inbound,2026-02-16,77000,2026-05-16,Prospecting,Pipeline,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0252,2026-02-27,A082,S007,MG Special,Growth,Partner,2025-12-02,13000,2026-03-08,Negotiation,Commit,2026-02-16,2026-02-16,,,synthetic,planning-v2-seed-20260920
SIM-0254,2026-02-27,A084,S009,GTX Basic,Scale,Inbound,2025-12-30,88000,2026-03-08,Negotiation,Commit,2026-02-22,2026-02-22,,,synthetic,planning-v2-seed-20260920
SIM-0256,2026-02-27,A001,S011,GTX Plus Pro,Growth,Outbound,2025-12-18,13000,2026-02-06,Won,Closed,2026-02-06,2026-02-06,2026-02-06,,synthetic,planning-v2-seed-20260920
SIM-0259,2026-02-27,A004,S014,MG Special,Growth,Outbound,2026-02-10,41000,2026-06-08,Prospecting,Pipeline,2026-02-10,2026-02-10,,,synthetic,planning-v2-seed-20260920
SIM-0260,2026-02-27,A005,S015,GTK 500,Enterprise,Inbound,2026-02-08,83000,2026-05-14,Qualification,Pipeline,2026-02-27,2026-02-27,,,synthetic,planning-v2-seed-20260920
SIM-0261,2026-02-27,A006,S016,GTX Basic,Scale,Partner,2025-12-16,12000,2026-04-12,Proposal,Best Case,2026-02-24,2026-02-24,,,synthetic,planning-v2-seed-20260920
SIM-0262,2026-02-27,A007,S017,GTX Plus Basic,Growth,Outbound,2025-12-31,39000,2026-04-19,Discovery,Pipeline,2026-02-12,2026-02-12,,,synthetic,planning-v2-seed-20260920
