id,opportunity_id,seller_id,date,type,minutes,qualified_next_step,segment,source_kind,scenario_id
ACT-0098-5,SIM-0098,S028,2026-03-19,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0099-0,SIM-0099,S029,2026-04-07,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0099-1,SIM-0099,S029,2026-04-25,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0099-2,SIM-0099,S029,2026-05-13,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0099-3,SIM-0099,S029,2026-05-31,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0099-4,SIM-0099,S029,2026-06-18,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0099-5,SIM-0099,S029,2026-07-07,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0100-0,SIM-0100,S030,2026-06-21,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0100-1,SIM-0100,S030,2026-07-04,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0100-2,SIM-0100,S030,2026-07-17,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0100-3,SIM-0100,S030,2026-07-30,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0100-4,SIM-0100,S030,2026-08-12,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0100-5,SIM-0100,S030,2026-09-06,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0101-0,SIM-0101,S031,2026-07-27,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0101-1,SIM-0101,S031,2026-08-08,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0101-2,SIM-0101,S031,2026-08-21,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0101-3,SIM-0101,S031,2026-09-03,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0101-4,SIM-0101,S031,2026-09-16,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0102-0,SIM-0102,S032,2026-07-27,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0102-1,SIM-0102,S032,2026-08-18,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0102-2,SIM-0102,S032,2026-09-10,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0103-0,SIM-0103,S033,2026-07-17,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0103-1,SIM-0103,S033,2026-07-31,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0103-2,SIM-0103,S033,2026-08-14,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0103-3,SIM-0103,S033,2026-08-28,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0103-4,SIM-0103,S033,2026-09-11,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0104-0,SIM-0104,S034,2026-08-15,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0104-1,SIM-0104,S034,2026-08-24,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0104-2,SIM-0104,S034,2026-09-02,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0104-3,SIM-0104,S034,2026-09-11,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0105-0,SIM-0105,S035,2026-08-17,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0105-1,SIM-0105,S035,2026-09-07,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0106-0,SIM-0106,S001,2026-09-08,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0107-0,SIM-0107,S002,2026-01-27,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0107-1,SIM-0107,S002,2026-02-10,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0107-2,SIM-0107,S002,2026-02-24,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0107-3,SIM-0107,S002,2026-03-10,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0107-4,SIM-0107,S002,2026-03-24,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0107-5,SIM-0107,S002,2026-04-21,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0108-0,SIM-0108,S003,2026-06-18,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0108-1,SIM-0108,S003,2026-07-04,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0108-2,SIM-0108,S003,2026-07-20,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0108-3,SIM-0108,S003,2026-08-06,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0108-4,SIM-0108,S003,2026-08-22,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0109-0,SIM-0109,S004,2026-01-27,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0109-1,SIM-0109,S004,2026-02-05,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0109-2,SIM-0109,S004,2026-02-14,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0109-3,SIM-0109,S004,2026-02-24,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0109-4,SIM-0109,S004,2026-03-05,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0109-5,SIM-0109,S004,2026-03-26,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0110-0,SIM-0110,S005,2026-01-12,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0110-1,SIM-0110,S005,2026-01-23,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0110-2,SIM-0110,S005,2026-02-04,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0110-3,SIM-0110,S005,2026-02-16,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0110-4,SIM-0110,S005,2026-02-28,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0110-5,SIM-0110,S005,2026-03-29,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0111-0,SIM-0111,S006,2026-06-27,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0111-1,SIM-0111,S006,2026-07-14,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0111-2,SIM-0111,S006,2026-08-01,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0111-3,SIM-0111,S006,2026-08-19,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0111-4,SIM-0111,S006,2026-09-06,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0112-0,SIM-0112,S007,2026-07-31,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0112-1,SIM-0112,S007,2026-08-19,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0112-2,SIM-0112,S007,2026-09-08,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0113-0,SIM-0113,S008,2026-04-12,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0113-1,SIM-0113,S008,2026-05-04,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0113-2,SIM-0113,S008,2026-05-27,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0113-3,SIM-0113,S008,2026-06-18,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0113-4,SIM-0113,S008,2026-07-11,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0114-0,SIM-0114,S009,2026-07-04,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0114-1,SIM-0114,S009,2026-07-13,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0114-2,SIM-0114,S009,2026-07-22,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0114-3,SIM-0114,S009,2026-08-01,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0114-4,SIM-0114,S009,2026-08-10,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0114-5,SIM-0114,S009,2026-08-30,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0115-0,SIM-0115,S010,2026-01-25,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0115-1,SIM-0115,S010,2026-02-02,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0115-2,SIM-0115,S010,2026-02-11,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0115-3,SIM-0115,S010,2026-02-20,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0115-4,SIM-0115,S010,2026-03-01,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0115-5,SIM-0115,S010,2026-03-06,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0116-0,SIM-0116,S011,2025-12-23,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0116-1,SIM-0116,S011,2026-01-03,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0116-2,SIM-0116,S011,2026-01-14,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0116-3,SIM-0116,S011,2026-01-25,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0116-4,SIM-0116,S011,2026-02-05,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0116-5,SIM-0116,S011,2026-02-23,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0117-0,SIM-0117,S012,2026-03-21,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0117-1,SIM-0117,S012,2026-03-31,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0117-2,SIM-0117,S012,2026-04-10,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0117-3,SIM-0117,S012,2026-04-21,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0117-4,SIM-0117,S012,2026-05-01,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0117-5,SIM-0117,S012,2026-05-31,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0118-0,SIM-0118,S013,2026-02-13,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0118-1,SIM-0118,S013,2026-02-21,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0118-2,SIM-0118,S013,2026-03-01,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0118-3,SIM-0118,S013,2026-03-09,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0118-4,SIM-0118,S013,2026-03-17,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0118-5,SIM-0118,S013,2026-04-11,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0119-0,SIM-0119,S014,2026-06-07,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0119-1,SIM-0119,S014,2026-06-18,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0119-2,SIM-0119,S014,2026-06-30,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0119-3,SIM-0119,S014,2026-07-11,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0119-4,SIM-0119,S014,2026-07-23,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0119-5,SIM-0119,S014,2026-08-18,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0120-0,SIM-0120,S015,2026-08-20,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0120-1,SIM-0120,S015,2026-08-28,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0120-2,SIM-0120,S015,2026-09-05,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0120-3,SIM-0120,S015,2026-09-13,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0121-0,SIM-0121,S016,2026-05-22,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0121-1,SIM-0121,S016,2026-06-03,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0121-2,SIM-0121,S016,2026-06-15,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0121-3,SIM-0121,S016,2026-06-27,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0121-4,SIM-0121,S016,2026-07-09,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0121-5,SIM-0121,S016,2026-08-03,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0122-0,SIM-0122,S017,2026-03-26,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0122-1,SIM-0122,S017,2026-04-17,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0122-2,SIM-0122,S017,2026-05-10,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0122-3,SIM-0122,S017,2026-06-02,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0122-4,SIM-0122,S017,2026-06-25,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0122-5,SIM-0122,S017,2026-07-22,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0123-0,SIM-0123,S018,2026-03-25,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0123-1,SIM-0123,S018,2026-04-05,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0123-2,SIM-0123,S018,2026-04-17,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0123-3,SIM-0123,S018,2026-04-28,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0123-4,SIM-0123,S018,2026-05-10,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0123-5,SIM-0123,S018,2026-06-06,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0124-0,SIM-0124,S019,2026-06-25,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0124-1,SIM-0124,S019,2026-07-11,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0124-2,SIM-0124,S019,2026-07-27,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0124-3,SIM-0124,S019,2026-08-12,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0124-4,SIM-0124,S019,2026-08-28,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0125-0,SIM-0125,S020,2026-06-29,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0125-1,SIM-0125,S020,2026-07-18,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0125-2,SIM-0125,S020,2026-08-06,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0125-3,SIM-0125,S020,2026-08-25,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0125-4,SIM-0125,S020,2026-09-13,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0126-0,SIM-0126,S021,2026-07-12,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0126-1,SIM-0126,S021,2026-07-28,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0126-2,SIM-0126,S021,2026-08-14,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0126-3,SIM-0126,S021,2026-08-31,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0126-4,SIM-0126,S021,2026-09-17,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0127-0,SIM-0127,S022,2025-12-05,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0127-1,SIM-0127,S022,2025-12-17,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0127-2,SIM-0127,S022,2025-12-29,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0127-3,SIM-0127,S022,2026-01-10,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0127-4,SIM-0127,S022,2026-01-22,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0127-5,SIM-0127,S022,2026-02-01,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0128-0,SIM-0128,S023,2026-08-07,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0128-1,SIM-0128,S023,2026-08-26,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0128-2,SIM-0128,S023,2026-09-15,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0129-0,SIM-0129,S024,2026-05-09,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0129-1,SIM-0129,S024,2026-05-21,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0129-2,SIM-0129,S024,2026-06-03,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0129-3,SIM-0129,S024,2026-06-16,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0129-4,SIM-0129,S024,2026-06-29,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0129-5,SIM-0129,S024,2026-07-24,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0130-0,SIM-0130,S025,2026-01-07,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0130-1,SIM-0130,S025,2026-01-14,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0130-2,SIM-0130,S025,2026-01-22,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0130-3,SIM-0130,S025,2026-01-30,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0130-4,SIM-0130,S025,2026-02-07,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0130-5,SIM-0130,S025,2026-02-17,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0131-0,SIM-0131,S026,2026-07-30,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0131-1,SIM-0131,S026,2026-08-16,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0131-2,SIM-0131,S026,2026-09-03,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0132-0,SIM-0132,S027,2026-08-14,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0132-1,SIM-0132,S027,2026-09-02,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0133-0,SIM-0133,S028,2025-12-23,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0133-1,SIM-0133,S028,2026-01-03,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0133-2,SIM-0133,S028,2026-01-15,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0133-3,SIM-0133,S028,2026-01-26,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0133-4,SIM-0133,S028,2026-02-07,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0133-5,SIM-0133,S028,2026-03-05,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0134-0,SIM-0134,S029,2026-07-13,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0134-1,SIM-0134,S029,2026-07-31,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0134-2,SIM-0134,S029,2026-08-18,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0134-3,SIM-0134,S029,2026-09-05,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0135-0,SIM-0135,S030,2026-06-21,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0135-1,SIM-0135,S030,2026-06-29,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0135-2,SIM-0135,S030,2026-07-08,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0135-3,SIM-0135,S030,2026-07-17,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0135-4,SIM-0135,S030,2026-07-26,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0135-5,SIM-0135,S030,2026-08-05,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0136-0,SIM-0136,S031,2026-07-18,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0136-1,SIM-0136,S031,2026-07-28,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0136-2,SIM-0136,S031,2026-08-07,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0136-3,SIM-0136,S031,2026-08-17,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0136-4,SIM-0136,S031,2026-08-27,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0137-0,SIM-0137,S032,2026-08-15,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0137-1,SIM-0137,S032,2026-09-06,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0138-0,SIM-0138,S033,2026-09-13,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0138-1,SIM-0138,S033,2026-09-18,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0139-0,SIM-0139,S034,2026-08-10,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0139-1,SIM-0139,S034,2026-08-31,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0140-0,SIM-0140,S035,2026-08-29,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0141-0,SIM-0141,S001,2026-03-15,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0141-1,SIM-0141,S001,2026-03-27,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0141-2,SIM-0141,S001,2026-04-09,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0141-3,SIM-0141,S001,2026-04-22,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0141-4,SIM-0141,S001,2026-05-05,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0141-5,SIM-0141,S001,2026-05-29,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0142-0,SIM-0142,S002,2026-02-18,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0142-1,SIM-0142,S002,2026-02-27,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0142-2,SIM-0142,S002,2026-03-09,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0142-3,SIM-0142,S002,2026-03-18,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0142-4,SIM-0142,S002,2026-03-28,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0142-5,SIM-0142,S002,2026-04-10,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0143-0,SIM-0143,S003,2026-04-19,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0143-1,SIM-0143,S003,2026-05-05,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0143-2,SIM-0143,S003,2026-05-22,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0143-3,SIM-0143,S003,2026-06-08,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0143-4,SIM-0143,S003,2026-06-25,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0143-5,SIM-0143,S003,2026-07-20,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0144-0,SIM-0144,S004,2026-08-10,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0144-1,SIM-0144,S004,2026-08-17,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0144-2,SIM-0144,S004,2026-08-25,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0144-3,SIM-0144,S004,2026-09-01,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0144-4,SIM-0144,S004,2026-09-09,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0145-0,SIM-0145,S005,2026-05-13,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0145-1,SIM-0145,S005,2026-06-04,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0145-2,SIM-0145,S005,2026-06-26,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0145-3,SIM-0145,S005,2026-07-18,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0145-4,SIM-0145,S005,2026-08-09,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0145-5,SIM-0145,S005,2026-08-28,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0146-0,SIM-0146,S006,2026-04-03,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0146-1,SIM-0146,S006,2026-04-21,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0146-2,SIM-0146,S006,2026-05-10,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0146-3,SIM-0146,S006,2026-05-29,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0146-4,SIM-0146,S006,2026-06-17,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0146-5,SIM-0146,S006,2026-07-12,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0147-0,SIM-0147,S007,2026-07-28,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0147-1,SIM-0147,S007,2026-08-18,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0147-2,SIM-0147,S007,2026-09-08,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0148-0,SIM-0148,S008,2026-05-08,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0148-1,SIM-0148,S008,2026-05-17,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0148-2,SIM-0148,S008,2026-05-27,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0148-3,SIM-0148,S008,2026-06-05,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0148-4,SIM-0148,S008,2026-06-15,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0148-5,SIM-0148,S008,2026-06-22,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0149-0,SIM-0149,S009,2026-08-06,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0149-1,SIM-0149,S009,2026-08-22,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0149-2,SIM-0149,S009,2026-09-07,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0150-0,SIM-0150,S010,2026-02-27,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
